"leading_species","n_polygons","area_ha","mean_QMD","mean_height","mean_age","mean_stems_ha","mean_VRI_bark_MgHa"
"tamarack",21475,162543.27514138,18.0409424912689,11.9273294528522,106.239674039581,563.400325960391,2.08428162980211
"western larch",45934,376454.713170937,32.0185000435407,26.2888557495537,107.805394696737,506.711346714847,19.7044162058606
