author,loc,spcd,treeno,section_id,disk_id,ht,wdbk_thk,ob_d_1,ob_d_2,ob_d_avg,ib_d_1,ib_d_2,ib_d_avg,wd_cl_def1,wd_d_def1,wd_cv_def1,wd_cl_def2,wd_d_def2,wd_cv_def2,wd_cl_def3,wd_d_def3,wd_cv_def3,wdbk_gw,wd_gw,bk_gw,wdbk_gw_1,wd_gw_1,bk_gw_1,wdbk_cv,wd_cv,bk_cv,wd_gw_sub,bk_gw_sub,wd_dw_sub,bk_dw_sub,wd_cv_sub,bk_cv_sub,temp,wdbk_mc,wd_mc,bk_mc,bk_frac,wdbk_sg,wd_sg,bk_sg
CAPPS,Waycross,131,296,3,3,16,,5,,5,5,,4.6,,,,,,,,,,365,,,365,,,,310.3,,,,,,,,,,165.3,205.6,9.2329,,0.403,0.242
CAPPS,Waycross,131,296,4,4,24,,3.9,,3.9,4,,3.5,,,,,,,,,,301.5,,,301.5,,,,251.8,,,,,,,,,,165.9,233.1,10.5804,,0.403,0.244
CAPPS,Waycross,131,296,5,5,32,,2.3,,2.3,2,,2.1,,,,,,,,,,71.2,,,71.2,,,,59.2,,,,,,,,,,170.5,272.3,13.764,,0.383,0.227
CAPPS,Waycross,131,297,1,1,3,,6.2,,6.2,6,,5.5,,,,,,,,,,570.4,,,570.4,,,,500.3,,,,,,,,,,119.6,86.5,11.115,,0.462,0.306
CAPPS,Waycross,131,297,2,2,8,,5.5,,5.5,5,,4.9,,,,,,,,,,350.7,,,350.7,,,,312.2,,,,,,,,,,156.1,112.4,10.1796,,0.394,0.276
CAPPS,Waycross,131,297,3,3,16,,4.5,,4.5,4,,4.1,,,,,,,,,,267.7,,,267.7,,,,232.2,,,,,,,,,,168.4,148.2,10.9824,,0.382,0.272
CAPPS,Waycross,131,297,4,4,24,,3.1,,3.1,3,,2.8,,,,,,,,,,109.4,,,109.4,,,,94.1,,,,,,,,,,163.6,172.3,12.0658,,0.388,0.278
CAPPS,Waycross,131,298,1,1,3,,6,,6,5,,5.2,,,,,,,,,,481.8,,,481.8,,,,430.6,,,,,,,,,,112.6,88.2,14.01,,0.453,0.309
CAPPS,Waycross,131,298,2,2,8,,5.1,,5.1,4,,4.5,,,,,,,,,,328.9,,,328.9,,,,295.4,,,,,,,,,,151.3,87.2,11.8881,,0.39,0.3
CAPPS,Waycross,131,298,3,3,16,,4.1,,4.1,4,,3.8,,,,,,,,,,182.3,,,182.3,,,,142.3,,,,,,,,,,178.9,124.3,12.1777,,0.403,0.294
CAPPS,Waycross,131,298,4,4,24,,2.6,,2.6,2,,2.4,,,,,,,,,,68.4,,,68.4,,,,59.3,,,,,,,,,,185,151.3,13.7427,,0.349,0.318
CAPPS,Waycross,131,299,1,1,3,,6.1,,6.1,5,,5.2,,,,,,,,,,506.1,,,506.1,,,,459,,,,,,,,,,102.4,53.8,11.5195,,0.482,0.348
CAPPS,Waycross,131,299,2,2,8,,5.6,,5.6,5,,4.9,,,,,,,,,,398.3,,,398.3,,,,348.1,,,,,,,,,,125.8,76.8,11.1223,,0.45,0.247
CAPPS,Waycross,131,299,3,3,16,,4.1,,4.1,4,,3.7,,,,,,,,,,208.3,,,208.3,,,,180.3,,,,,,,,,,158.1,174.4,11.0418,,0.398,0.24
CAPPS,Waycross,131,299,4,4,24,,2.5,,2.5,2,,2.3,,,,,,,,,,84.5,,,84.5,,,,72.7,,,,,,,,,,159.3,213.1,12.5444,,0.392,0.242
CAPPS,Waycross,131,300,1,1,3,,6.8,,6.8,6,,5.9,,,,,,,,,,628.1,,,628.1,,,,574.5,,,,,,,,,,90.7,61.2,9.3297,,0.52,0.236
CAPPS,Waycross,131,300,2,2,8,,6,,6,6,,5.5,,,,,,,,,,380.7,,,380.7,,,,349,,,,,,,,,,117,69.4,7.2235,,0.466,0.254
CAPPS,Waycross,131,300,3,3,16,,5,,5,5,,4.7,,,,,,,,,,284.4,,,284.4,,,,257.7,,,,,,,,,,139,205.8,6.8917,,0.43,0.233
CAPPS,Waycross,131,300,4,4,24,,4.2,,4.2,4,,4,,,,,,,,,,186.8,,,186.8,,,,167,,,,,,,,,,139.8,237.1,7.4411,,0.432,0.225
CAPPS,Waycross,131,300,5,5,32,,3.7,,3.7,4,,3.5,,,,,,,,,,233,,,233,,,,208.2,,,,,,,,,,143,144.8,7.8112,,0.425,0.273
CAPPS,Waycross,131,300,6,6,40,,3,,3,3,,2.8,,,,,,,,,,113.4,,,113.4,,,,98.7,,,,,,,,,,150.6,235.5,11.3757,,0.414,0.229
CAPPS,Waycross,131,301,1,1,3,,7.2,,7.2,6,,6.5,,,,,,,,,,705.6,,,705.6,,,,659.6,,,,,,,,,,104.2,87.7,9.2545,,0.475,0.26
CAPPS,Waycross,131,301,2,2,8,,6.8,,6.8,6,,6.1,,,,,,,,,,594,,,594,,,,532.9,,,,,,,,,,113.9,97.4,8.9731,,0.474,0.264
CAPPS,Waycross,131,301,3,3,16,,5.8,,5.8,6,,5.5,,,,,,,,,,415.9,,,415.9,,,,390.6,,,,,,,,,,144.5,153.6,7.3335,,0.403,0.245
CAPPS,Waycross,131,301,4,4,24,,5.4,,5.4,5,,5,,,,,,,,,,509.4,,,509.4,,,,461.5,,,,,,,,,,159.5,167.9,7.8916,,0.392,0.248
CAPPS,Waycross,131,301,5,5,32,,4.7,,4.7,4,,4.4,,,,,,,,,,305.2,,,305.2,,,,276.6,,,,,,,,,,164.1,232.6,8.2896,,0.383,0.249
CAPPS,Waycross,131,301,6,6,40,,4,,4,4,,3.8,,,,,,,,,,230.8,,,230.8,,,,212,,,,,,,,,,164.9,236.8,8.6222,,0.375,0.249
CAPPS,Waycross,131,301,7,7,48,,3.3,,3.3,3,,3,,,,,,,,,,147.4,,,147.4,,,,132.6,,,,,,,,,,174.1,217.3,10.1764,,0.364,0.261
CAPPS,Waycross,131,302,1,1,3,,9.8,,9.8,9,,8.8,,,,,,,,,,1823.7,,,1823.7,,,,1682.2,,,,,,,,,,106.4,77.8,8.2799,,0.482,0.255
CAPPS,Waycross,131,302,2,2,8,,8.6,,8.6,8,,7.9,,,,,,,,,,1271.2,,,1271.2,,,,1171.5,,,,,,,,,,128.6,130.9,7.3867,,0.44,0.285
CAPPS,Waycross,131,302,3,3,16,,8,,8,8,,7.5,,,,,,,,,,1027.4,,,1027.4,,,,966,,,,,,,,,,131.4,116.4,6.8717,,0.428,0.282
CAPPS,Waycross,131,302,4,4,24,,7,,7,7,,6.6,,,,,,,,,,931.3,,,931.3,,,,870.2,,,,,,,,,,137.8,109,6.55,,0.421,0.305
CAPPS,Waycross,131,302,5,5,32,,6.2,,6.2,6,,5.9,,,,,,,,,,642.8,,,642.8,,,,595.3,,,,,,,,,,142.7,147,7.4207,,0.412,0.283
CAPPS,Waycross,131,302,6,6,40,,5.5,,5.5,5,,5.2,,,,,,,,,,583.4,,,583.4,,,,526.2,,,,,,,,,,148.3,186.9,8.1076,,0.41,0.281
CAPPS,Waycross,131,302,7,7,48,,4.5,,4.5,4,,4.2,,,,,,,,,,292.2,,,292.2,,,,273.7,,,,,,,,,,138.2,235.2,9.8563,,0.404,0.265
CAPPS,Waycross,131,302,8,8,56,,2.8,,2.8,2,,2.5,,,,,,,,,,92.6,,,92.6,,,,83.2,,,,,,,,,,148,307.4,13.4989,,0.388,0.235
CAPPS,Waycross,131,303,1,1,3,,8.5,,8.5,8,,7.6,,,,,,,,,,1090.9,,,1090.9,,,,1023.5,,,,,,,,,,93.5,73.7,8.8367,,0.502,0.273
CAPPS,Waycross,131,303,2,2,8,,7.6,,7.6,7,,7,,,,,,,,,,730.4,,,730.4,,,,674.2,,,,,,,,,,128.5,100.8,7.8039,,0.437,0.294
CAPPS,Waycross,131,303,3,3,16,,6.8,,6.8,6,,6.5,,,,,,,,,,783.1,,,783.1,,,,728.4,,,,,,,,,,160.1,140.8,6.934,,0.385,0.282
CAPPS,Waycross,131,303,4,4,24,,6.2,,6.2,6,,5.9,,,,,,,,,,585.9,,,585.9,,,,539.8,,,,,,,,,,163.3,162.4,7.3733,,0.382,0.296
CAPPS,Waycross,131,303,5,5,32,,5.6,,5.6,5,,5.3,,,,,,,,,,553.3,,,553.3,,,,517.5,,,,,,,,,,164.6,232.6,7.1932,,0.375,0.268
CAPPS,Waycross,131,303,6,6,40,,5.1,,5.1,5,,4.8,,,,,,,,,,414.5,,,414.5,,,,386,,,,,,,,,,172.1,253.6,7.6236,,0.365,0.245
CAPPS,Waycross,131,303,7,7,48,,4.3,,4.3,4,,4.1,,,,,,,,,,290.9,,,290.9,,,,275.3,,,,,,,,,,170,189.8,8.7659,,0.357,0.264
CAPPS,Waycross,131,303,8,8,56,,3.2,,3.2,3,,3,,,,,,,,,,140.9,,,140.9,,,,127.9,,,,,,,,,,185.6,264.6,11.4265,,0.342,0.235
CAPPS,Waycross,131,303,9,9,64,,2.1,,2.1,2,,1.7,,,,,,,,,,44.2,,,44.2,,,,39.9,,,,,,,,,,180.1,220,13.8009,,0.341,0.244
CAPPS,Waycross,131,304,1,1,3,,6.7,,6.7,6,,5.7,,,,,,,,,,659,,,659,,,,558.9,,,,,,,,,,95.8,50.3,12.0486,,0.53,0.258
CAPPS,Waycross,131,304,2,2,8,,5.7,,5.7,5,,5,,,,,,,,,,505.4,,,505.4,,,,429.3,,,,,,,,,,120.2,75.4,9.4776,,0.484,0.242
CAPPS,Waycross,131,304,3,3,16,,4.7,,4.7,4,,4.3,,,,,,,,,,326,,,326,,,,282.5,,,,,,,,,,136,127.5,8.7117,,0.446,0.261
CAPPS,Waycross,131,304,4,4,24,,4.1,,4.1,4,,3.9,,,,,,,,,,230.3,,,230.3,,,,203.5,,,,,,,,,,141.2,239.2,8.2501,,0.43,0.226
CAPPS,Waycross,131,304,5,5,32,,4,,4,3,,3.3,,,,,,,,,,167,,,167,,,,141.1,,,,,,,,,,146.6,257.8,11.976,,0.422,0.277
CAPPS,Waycross,131,304,6,6,40,,2.5,,2.5,2,,2.3,,,,,,,,,,70.8,,,70.8,,,,59.3,,,,,,,,,,150.2,259.1,14.1243,,0.41,0.247
CAPPS,Waycross,131,305,1,1,3,,8.1,,8.1,7,,6.8,,,,,,,,,,1146.2,,,1146.2,,,,1020.4,,,,,,,,,,88.5,52.3,10.4432,,0.534,0.238
CAPPS,Waycross,131,305,2,2,8,,7.8,,7.8,6,,6.2,,,,,,,,,,607.1,,,607.1,,,,548.4,,,,,,,,,,114,99.6,9.8007,,0.467,0.26
CAPPS,Waycross,131,305,3,3,16,,6.4,,6.4,6,,5.9,,,,,,,,,,613.9,,,613.9,,,,552.9,,,,,,,,,,132.4,185.5,8.503,,0.437,0.258
CAPPS,Waycross,131,305,4,4,24,,5.5,,5.5,5,,5.1,,,,,,,,,,308.4,,,308.4,,,,281.3,,,,,,,,,,146.8,114.2,9.3385,,0.403,0.254
CAPPS,Waycross,131,305,5,5,32,,4.6,,4.6,4,,4.2,,,,,,,,,,353.3,,,353.3,,,,304.2,,,,,,,,,,150.3,117.9,12.2559,,0.408,0.247
CAPPS,Waycross,131,305,6,6,40,,3.4,,3.4,3,,3.1,,,,,,,,,,163.7,,,163.7,,,,139.4,,,,,,,,,,153.9,245,13.6225,,0.4,0.25
CAPPS,Waycross,131,306,1,1,3,,7.1,,7.1,6,,6.2,,,,,,,,,,959.2,,,959.2,,,,827.4,,,,,,,,,,90.6,52,10.1126,,0.547,0.308
CAPPS,Waycross,131,306,2,2,8,,6.4,,6.4,6,,5.7,,,,,,,,,,721.6,,,721.6,,,,623.6,,,,,,,,,,123.8,87,8.8969,,0.471,0.291
CAPPS,Waycross,131,306,3,3,16,,5.7,,5.7,5,,5.4,,,,,,,,,,545.4,,,545.4,,,,483.3,,,,,,,,,,139.3,167.1,7.2607,,0.437,0.281
CAPPS,Waycross,131,306,4,4,24,,5.1,,5.1,5,,4.8,,,,,,,,,,450.3,,,450.3,,,,395.2,,,,,,,,,,141.8,184.4,7.7948,,0.434,0.281
CAPPS,Waycross,131,306,5,5,32,,4.5,,4.5,4,,4.2,,,,,,,,,,362.2,,,362.2,,,,317.9,,,,,,,,,,149.5,156.4,8.8073,,0.416,0.309
CAPPS,Waycross,131,306,6,6,40,,3.8,,3.8,4,,3.5,,,,,,,,,,205.1,,,205.1,,,,177,,,,,,,,,,155.6,196.6,11.4091,,0.402,0.265
CAPPS,Waycross,131,306,7,7,48,,2.4,,2.4,2,,2.2,,,,,,,,,,73.9,,,73.9,,,,62,,,,,,,,,,154.5,263.2,15.2909,,0.397,0.224
CAPPS,Waycross,131,307,1,1,3,,6.6,,6.6,6,,5.8,,,,,,,,,,643.2,,,643.2,,,,589.1,,,,,,,,,,73.5,33.3,11.2251,,0.559,0.285
CAPPS,Waycross,131,307,2,2,8,,6,,6,6,,5.5,,,,,,,,,,537.8,,,537.8,,,,491.2,,,,,,,,,,106.2,111.6,9.0182,,0.483,0.269
CAPPS,Waycross,131,307,3,3,16,,5.4,,5.4,5,,5,,,,,,,,,,468.5,,,468.5,,,,418.7,,,,,,,,,,125,121.7,9.0715,,0.452,0.299
CAPPS,Waycross,131,307,4,4,24,,4.8,,4.8,4,,4.5,,,,,,,,,,348,,,348,,,,313.9,,,,,,,,,,134,86,8.3621,,0.434,0.308
CAPPS,Waycross,131,307,5,5,32,,4.2,,4.2,4,,3.9,,,,,,,,,,277.7,,,277.7,,,,243.8,,,,,,,,,,143.4,130.7,10.3349,,0.42,0.291
CAPPS,Waycross,131,307,6,6,40,,3.2,,3.2,3,,3,,,,,,,,,,145.5,,,145.5,,,,125.9,,,,,,,,,,154.9,203.1,11.3402,,0.402,0.279
CAPPS,Waycross,131,308,1,1,3,,6.7,,6.7,6,,5.8,,,,,,,,,,541.7,,,541.7,,,,463.9,,,,,,,,,,96.9,62.4,9.9132,,0.534,0.253
CAPPS,Waycross,131,308,2,2,8,,5.9,,5.9,5,,5.1,,,,,,,,,,467,,,467,,,,415.1,,,,,,,,,,113.1,84.8,9.743,,0.477,0.238
CAPPS,Waycross,131,308,3,3,16,,5.1,,5.1,5,,4.7,,,,,,,,,,380.2,,,380.2,,,,332.9,,,,,,,,,,126.5,140.4,8.6533,,0.46,0.253
CAPPS,Waycross,131,308,4,4,24,,4.2,,4.2,4,,3.9,,,,,,,,,,181.9,,,181.9,,,,166.8,,,,,,,,,,110.5,168.3,10.5553,,0.463,0.214
CAPPS,Waycross,131,308,5,5,32,,3.4,,3.4,3,,3.2,,,,,,,,,,149.7,,,149.7,,,,137.5,,,,,,,,,,107.7,192.6,13.4269,,0.454,0.25
CAPPS,Waycross,131,308,6,6,40,,2.1,,2.1,2,,1.9,,,,,,,,,,50.6,,,50.6,,,,45.3,,,,,,,,,,123.1,239.7,14.0316,,0.43,0.245
CAPPS,Waycross,131,309,1,1,3,,7.7,,7.7,7,,6.8,,,,,,,,,,882.2,,,882.2,,,,755,,,,,,,,,,101.3,99.6,7.8214,,0.535,0.216
CAPPS,Waycross,131,309,2,2,8,,6.9,,6.9,6,,6.2,,,,,,,,,,859.7,,,859.7,,,,774.6,,,,,,,,,,126,104.6,7.584,,0.454,0.216
CAPPS,Waycross,131,309,3,3,16,,6.2,,6.2,6,,5.8,,,,,,,,,,682.6,,,682.6,,,,613.8,,,,,,,,,,144.4,162,8.16,,0.418,0.235
CAPPS,Waycross,131,309,4,4,24,,5.3,,5.3,5,,5.1,,,,,,,,,,428.8,,,428.8,,,,414.7,,,,,,,,,,130.5,231,8.0924,,0.412,0.236
CAPPS,Waycross,131,309,5,5,32,,4.3,,4.3,4,,4.1,,,,,,,,,,248.4,,,248.4,,,,243.4,,,,,,,,,,138.9,236.3,9.9839,,0.385,0.237
CAPPS,Waycross,131,309,6,6,40,,3,,3,3,,2.8,,,,,,,,,,125.2,,,125.2,,,,116.6,,,,,,,,,,151.7,256.7,13.738,,0.368,0.23
CAPPS,Waycross,131,310,1,1,3,,8.9,,8.9,8,,7.7,,,,,,,,,,1101.8,,,1101.8,,,,945.2,,,,,,,,,,131.4,50.4,8.6949,,0.46,0.239
CAPPS,Waycross,131,310,2,2,8,,7.4,,7.4,7,,6.8,,,,,,,,,,1220.7,,,1220.7,,,,1069.8,,,,,,,,,,164,100.6,7.7988,,0.398,0.235
CAPPS,Waycross,131,310,3,3,16,,6.4,,6.4,6,,5.9,,,,,,,,,,722,,,722,,,,640.8,,,,,,,,,,175.1,108.9,7.9086,,0.377,0.281
CAPPS,Waycross,131,310,4,4,24,,5.2,,5.2,5,,4.9,,,,,,,,,,367.3,,,367.3,,,,352.9,,,,,,,,,,152.3,162.6,8.5761,,0.377,0.252
CAPPS,Waycross,131,310,5,5,32,,4.1,,4.1,4,,3.9,,,,,,,,,,254.3,,,254.3,,,,242.6,,,,,,,,,,157.3,226.6,9.1231,,0.37,0.233
CAPPS,Waycross,131,310,6,6,40,,2.5,,2.5,2,,2.4,,,,,,,,,,96.7,,,96.7,,,,92.3,,,,,,,,,,162.1,267.8,12.7198,,0.349,0.228
CAPPS,Waycross,131,311,1,1,3,,8,,8,7,,6.6,,,,,,,,,,758.5,,,758.5,,,,646.2,,,,,,,,,,104.1,57.5,11.8128,,0.507,0.254
CAPPS,Waycross,131,311,2,2,8,,6.6,,6.6,6,,5.7,,,,,,,,,,687.1,,,687.1,,,,601.8,,,,,,,,,,127.8,50.3,10.2023,,0.45,0.257
CAPPS,Waycross,131,311,3,3,16,,5.6,,5.6,5,,5.1,,,,,,,,,,509.9,,,509.9,,,,448.6,,,,,,,,,,150.7,119.8,9.0998,,0.412,0.259
CAPPS,Waycross,131,311,4,4,24,,4.6,,4.6,4,,4.2,,,,,,,,,,287.5,,,287.5,,,,261.8,,,,,,,,,,138.5,137.4,9.8435,,0.415,0.25
CAPPS,Waycross,131,311,5,5,32,,3.5,,3.5,3,,3.2,,,,,,,,,,140.9,,,140.9,,,,134.1,,,,,,,,,,121.1,161,10.8588,,0.424,0.249
CAPPS,Waycross,131,311,6,6,40,,2.4,,2.4,2,,2.2,,,,,,,,,,78.4,,,78.4,,,,71.6,,,,,,,,,,137.7,274,13.9031,,0.397,0.198
CAPPS,Waycross,131,312,1,1,3,,5.7,,5.7,5,,5,,,,,,,,,,441.7,,,441.7,,,,379.2,,,,,,,,,,112.1,80,10.5501,,0.491,0.259
CAPPS,Waycross,131,312,2,2,8,,5.1,,5.1,4,,4.5,,,,,,,,,,388.9,,,388.9,,,,342.2,,,,,,,,,,129,109,9.7197,,0.448,0.245
CAPPS,Waycross,131,312,3,3,16,,4.5,,4.5,4,,4.3,,,,,,,,,,338.5,,,338.5,,,,310,,,,,,,,,,146.1,226.4,9.6898,,0.401,0.247
CAPPS,Waycross,131,312,4,4,24,,3.7,,3.7,4,,3.5,,,,,,,,,,230.9,,,230.9,,,,208.2,,,,,,,,,,158.9,240.8,9.7445,,0.387,0.24
CAPPS,Waycross,131,312,5,5,32,,3,,3,3,,2.8,,,,,,,,,,124.6,,,124.6,,,,110.4,,,,,,,,,,164.8,264.6,11.7978,,0.376,0.228
CAPPS,Waycross,131,313,1,1,3,,5.5,,5.5,5,,4.6,,,,,,,,,,427.5,,,427.5,,,,378.8,,,,,,,,,,103.4,68.3,12.6784,,0.484,0.226
CAPPS,Waycross,131,313,2,2,8,,4.9,,4.9,4,,4.3,,,,,,,,,,364.7,,,364.7,,,,318.6,,,,,,,,,,134.9,109.6,11.626,,0.431,0.232
CAPPS,Waycross,131,313,3,3,16,,4,,4,4,,3.7,,,,,,,,,,268.8,,,268.8,,,,237.7,,,,,,,,,,155.4,183.6,9.933,,0.399,0.218
CAPPS,Waycross,131,313,4,4,24,,3.3,,3.3,3,,3,,,,,,,,,,120.3,,,120.3,,,,104.8,,,,,,,,,,171.2,303.8,11.6376,,0.374,0.216
CAPPS,Waycross,131,313,5,5,32,,2.1,,2.1,2,,2,,,,,,,,,,47.8,,,47.8,,,,40.2,,,,,,,,,,176.2,268.8,17.364,,0.356,0.227
CAPPS,Waycross,131,314,1,1,3,,6.6,,6.6,6,,5.6,,,,,,,,,,629.1,,,629.1,,,,567.9,,,,,,,,,,85.8,50.1,11.7628,,0.526,0.284
CAPPS,Waycross,131,314,2,2,8,,5.4,,5.4,5,,4.9,,,,,,,,,,322.1,,,322.1,,,,315.9,,,,,,,,,,106,108.2,9.5622,,0.448,0.257
CAPPS,Waycross,131,314,3,3,16,,4.6,,4.6,4,,4.4,,,,,,,,,,351.5,,,351.5,,,,326.7,,,,,,,,,,131.7,148.7,9.2461,,0.421,0.276
CAPPS,Waycross,131,314,4,4,24,,3.8,,3.8,4,,3.6,,,,,,,,,,180.7,,,180.7,,,,168.6,,,,,,,,,,132.9,219.2,9.9059,,0.415,0.246
CAPPS,Waycross,131,314,5,5,32,,2.4,,2.4,2,,2.2,,,,,,,,,,58.8,,,58.8,,,,52.2,,,,,,,,,,146.3,247.6,14.1156,,0.393,0.256
CAPPS,Waycross,131,315,1,1,3,,5.8,,5.8,5,,4.7,,,,,,,,,,406.4,,,406.4,,,,350,,,,,,,,,,81.2,76.5,14.9606,,0.545,0.239
CAPPS,Waycross,131,315,2,2,8,,4.8,,4.8,4,,4.1,,,,,,,,,,271.8,,,271.8,,,,239.9,,,,,,,,,,111.5,63.8,12.2884,,0.47,0.244
CAPPS,Waycross,131,315,3,3,16,,4.1,,4.1,4,,3.8,,,,,,,,,,220.2,,,220.2,,,,188.9,,,,,,,,,,138.2,189.4,12.2616,,0.429,0.219
CAPPS,Waycross,131,315,4,4,24,,3.3,,3.3,3,,2.9,,,,,,,,,,162.8,,,162.8,,,,140.6,,,,,,,,,,144.1,186.1,13.0221,,0.413,0.216
CAPPS,Waycross,131,316,1,1,3,,6.3,,6.3,6,,5.5,,,,,,,,,,399.7,,,399.7,,,,365.8,,,,,,,,,,116.5,54.9,11.8589,,0.445,0.272
CAPPS,Waycross,131,316,2,2,8,,5.6,,5.6,5,,5,,,,,,,,,,408.2,,,408.2,,,,351.9,,,,,,,,,,156.6,129.3,10.2401,,0.406,0.269
CAPPS,Waycross,131,316,3,3,16,,4.6,,4.6,4,,4.1,,,,,,,,,,259.1,,,259.1,,,,226.8,,,,,,,,,,166.5,116.3,11.347,,0.38,0.263
CAPPS,Waycross,131,316,4,4,24,,3.2,,3.2,3,,2.9,,,,,,,,,,155.4,,,155.4,,,,132.9,,,,,,,,,,159.7,177.7,12.6126,,0.394,0.249
CAPPS,Waycross,131,317,1,1,3,,5.8,,5.8,5,,5.1,,,,,,,,,,388.2,,,388.2,,,,370.6,,,,,,,,,,124.3,75.8,10.2009,,0.419,0.259
CAPPS,Waycross,131,317,2,2,8,,5.2,,5.2,5,,4.6,,,,,,,,,,311.4,,,311.4,,,,287.3,,,,,,,,,,148,82.6,10.8863,,0.389,0.254
CAPPS,Waycross,131,317,3,3,16,,3.7,,3.7,3,,3.3,,,,,,,,,,199.3,,,199.3,,,,185.3,,,,,,,,,,168,131,10.4365,,0.359,0.255
CAPPS,Waycross,131,317,4,4,24,,2.2,,2.2,2,,2,,,,,,,,,,52.7,,,52.7,,,,49.8,,,,,,,,,,152.8,223.3,14.611,,0.357,0.248
CAPPS,Waycross,131,319,1,1,3,,6.6,,6.6,6,,5.7,,,,,,,,,,396.5,,,396.5,,,,369,,,,,,,,,,107.1,91.3,11.7781,,0.458,0.273
CAPPS,Waycross,131,319,2,2,8,,5.6,,5.6,5,,5,,,,,,,,,,351,,,351,,,,322.2,,,,,,,,,,159.4,90.2,10.057,,0.378,0.281
CAPPS,Waycross,131,319,3,3,16,,4.5,,4.5,4,,4.1,,,,,,,,,,276.2,,,276.2,,,,254,,,,,,,,,,182.1,202.2,9.5221,,0.349,0.231
CAPPS,Waycross,131,319,4,4,24,,3,,3,3,,2.8,,,,,,,,,,104.3,,,104.3,,,,101.1,,,,,,,,,,174.7,230.5,11.5053,,0.332,0.241
CAPPS,Waycross,131,320,1,1,3,,6.4,,6.4,6,,5.6,,,,,,,,,,578.8,,,578.8,,,,524.3,,,,,,,,,,115.7,75,9.9343,,0.461,0.228
CAPPS,Waycross,131,320,2,2,8,,6,,6,6,,5.5,,,,,,,,,,357.9,,,357.9,,,,318.2,,,,,,,,,,145.3,111.2,9.8631,,0.413,0.237
CAPPS,Waycross,131,320,3,3,16,,4.7,,4.7,4,,4.3,,,,,,,,,,379.4,,,379.4,,,,340.3,,,,,,,,,,162.5,180.3,11.0174,,0.378,0.218
CAPPS,Waycross,131,320,4,4,24,,3.1,,3.1,3,,2.9,,,,,,,,,,125,,,125,,,,111.1,,,,,,,,,,167.8,247.4,13.44,,0.364,0.233
CAPPS,Waycross,131,321,1,1,3,,5.5,,5.5,5,,4.9,,,,,,,,,,312.5,,,312.5,,,,302.3,,,,,,,,,,120.6,102.5,10.688,,0.418,0.215
CAPPS,Waycross,131,321,2,2,8,,4.8,,4.8,4,,4.3,,,,,,,,,,284.7,,,284.7,,,,273.2,,,,,,,,,,146.8,137.8,10.6077,,0.377,0.22
CAPPS,Waycross,131,321,3,3,16,,3.8,,3.8,4,,3.5,,,,,,,,,,176.4,,,176.4,,,,163.8,,,,,,,,,,179.8,200,10.6009,,0.344,0.233
CAPPS,Waycross,131,321,4,4,24,,2.2,,2.2,2,,2.1,,,,,,,,,,79.7,,,79.7,,,,73,,,,,,,,,,177.6,259.5,11.1669,,0.349,0.216
CAPPS,Waycross,131,322,1,1,3,,6.1,,6.1,5,,5.4,,,,,,,,,,425.5,,,425.5,,,,425.4,,,,,,,,,,122.3,123.4,8.1081,,0.413,0.223
CAPPS,Waycross,131,322,2,2,8,,5.6,,5.6,5,,5.1,,,,,,,,,,429.9,,,429.9,,,,404.4,,,,,,,,,,158.2,123.3,9.9093,,0.373,0.227
CAPPS,Waycross,131,322,3,3,16,,4.5,,4.5,4,,4.2,,,,,,,,,,243.3,,,243.3,,,,226.2,,,,,,,,,,179.6,179.7,10.4809,,0.344,0.219
CAPPS,Waycross,131,322,4,4,24,,2.8,,2.8,3,,2.6,,,,,,,,,,80.8,,,80.8,,,,73.3,,,,,,,,,,171.5,265.3,12.6238,,0.355,0.214
CAPPS,Waycross,131,323,1,1,3,,6.3,,6.3,5,,5.4,,,,,,,,,,457.9,,,457.9,,,,425.6,,,,,,,,,,114.2,76.2,11.1378,,0.446,0.228
CAPPS,Waycross,131,323,2,2,8,,5.5,,5.5,5,,4.9,,,,,,,,,,392.9,,,392.9,,,,354.7,,,,,,,,,,151.2,142.2,11.0715,,0.392,0.216
CAPPS,Waycross,131,323,3,3,16,,4.2,,4.2,4,,3.9,,,,,,,,,,227.8,,,227.8,,,,200.7,,,,,,,,,,172.8,230.3,10.8867,,0.371,0.229
CAPPS,Waycross,131,323,4,4,24,,3.2,,3.2,3,,3,,,,,,,,,,96.4,,,96.4,,,,84.4,,,,,,,,,,170.7,81.9,12.6556,,0.368,0.288
CAPPS,Waycross,131,324,1,1,3,,6.4,,6.4,5,,5.3,,,,,,,,,,534.5,,,534.5,,,,466.9,,,,,,,,,,88.5,43.2,13.9008,,0.523,0.266
CAPPS,Waycross,131,324,2,2,8,,5.4,,5.4,5,,4.8,,,,,,,,,,358.9,,,358.9,,,,335.8,,,,,,,,,,107.8,90,11.3123,,0.456,0.254
CAPPS,Waycross,131,324,3,3,16,,4.6,,4.6,4,,4.2,,,,,,,,,,313,,,313,,,,270.7,,,,,,,,,,145.2,201.4,10.5431,,0.422,0.256
CAPPS,Waycross,131,324,4,4,24,,3.8,,3.8,4,,3.5,,,,,,,,,,200.4,,,200.4,,,,174.7,,,,,,,,,,139.9,187.4,11.2774,,0.424,0.263
CAPPS,Waycross,131,324,5,5,32,,3.1,,3.1,3,,2.9,,,,,,,,,,137.2,,,137.2,,,,118.1,,,,,,,,,,145.2,244.4,13.3382,,0.411,0.254
