author,loc,spcd,treeno,section_id,disk_id,ht,wdbk_thk,ob_d_1,ob_d_2,ob_d_avg,ib_d_1,ib_d_2,ib_d_avg,wd_cl_def1,wd_d_def1,wd_cv_def1,wd_cl_def2,wd_d_def2,wd_cv_def2,wd_cl_def3,wd_d_def3,wd_cv_def3,wdbk_gw,wd_gw,bk_gw,wdbk_gw_1,wd_gw_1,bk_gw_1,wdbk_cv,wd_cv,bk_cv,wd_gw_sub,bk_gw_sub,wd_dw_sub,bk_dw_sub,wd_cv_sub,bk_cv_sub,temp,wdbk_mc,wd_mc,bk_mc,bk_frac,wdbk_sg,wd_sg,bk_sg
Sabatia,1,110,D_192,2,2,10,,,,5.7,,,5.5,,,,,,,,,,32,28.3,3.68,32,28.32,3.68,,40,,,,,,,,,,,,,,0.4925,
Sabatia,1,110,D_192,3,3,17,,,,4.3,,,4.25,,,,,,,,,,26,22.3,3.66,26,22.34,3.66,,30.6,,,,,,,,,,,,,,0.4673,
Sabatia,1,110,D_192,4,4,24,,,,2.4,,,2.2,,,,,,,,,,8,5.7,2.27,8,5.73,2.27,,7.7,,,,,,,,,,,,,,0.4805,
Sabatia,1,110,D_21,0,0,0.4,,,,30.2,,,24.3,,,,,,,,,,1610,1408.6,201.4,1610,1408.6,201.4,,1310,,,,,,,,,,,,,,0.5977,
Sabatia,1,110,D_21,1,1,4.5,,,,20.5,,,19.25,,,,,,,,,,861,804.5,56.54,861,804.46,56.54,,760,,,,,,,,,,,,,,0.608,
Sabatia,1,110,D_21,2,2,10,,,,19.6,,,17.95,,,,,,,,,,798,743.2,54.78,798,743.22,54.78,,715,,,,,,,,,,,,,,0.5652,
Sabatia,1,110,D_21,3,3,17,,,,17.4,,,16.8,,,,,,,,,,550,517.3,32.7,550,517.3,32.7,,525,,,,,,,,,,,,,,0.5291,
Sabatia,1,110,D_21,4,4,24,,,,17.1,,,16.5,,,,,,,,,,448,419.6,28.44,448,419.56,28.44,,447,,,,,,,,,,,,,,0.498,
Sabatia,1,110,D_21,5,5,31,,,,16.2,,,15.8,,,,,,,,,,513,475.3,37.67,513,475.33,37.67,,492,,,,,,,,,,,,,,0.4787,
Sabatia,1,110,D_21,6,6,38,,,,15.1,,,14.45,,,,,,,,,,387,357.4,29.6,387,357.4,29.6,,390,,,,,,,,,,,,,,0.4315,
Sabatia,1,110,D_21,7,7,45,,,,13.1,,,12.8,,,,,,,,,,285,259.1,25.87,285,259.13,25.87,,271,,,,,,,,,,,,,,0.4506,
Sabatia,1,110,D_21,8,8,53,,,,11,,,10.7,,,,,,,,,,259,232.8,26.16,259,232.84,26.16,,240,,,,,,,,,,,,,,0.4238,
Sabatia,1,110,D_21,9,9,60,,,,7.1,,,6.85,,,,,,,,,,80,68.3,11.66,80,68.34,11.66,,74,,,,,,,,,,,,,,0.4108,
Sabatia,1,110,D_21,10,10,67,,,,1.9,,,1.8,,,,,,,,,,3,2,1,3,2,1,,2.3,,,,,,,,,,,,,,0.4783,
Sabatia,1,110,D_21,11,11,67.5,,,,,,,,,,,,,,,,,3,2,1,3,2,1,,2.3,,,,,,,,,,,,,,0.3913,
Sabatia,1,110,D_36,0,0,0.3,,,,37.9,,,33,,,,,,,,,,2534,2225.2,308.85,2534,2225.15,308.85,,2290,,,,,,,,,,,,,,0.5921,
Sabatia,1,110,D_36,1,1,4.5,,,,26.1,,,23.95,,,,,,,,,,1158,891.6,266.43,1158,891.57,266.43,,1100,,,,,,,,,,,,,,0.5326,
Sabatia,1,110,D_36,2,2,10,,,,24.4,,,23.05,,,,,,,,,,1256,1170.9,85.08,1256,1170.92,85.08,,1215,,,,,,,,,,,,,,0.5054,
Sabatia,1,110,D_36,3,3,17,,,,22.9,,,21.4,,,,,,,,,,1007,933.1,73.9,1007,933.1,73.9,,970,,,,,,,,,,,,,,0.4874,
Sabatia,1,110,D_36,4,4,24,,,,22.4,,,21.55,,,,,,,,,,852,790.1,61.94,852,790.06,61.94,,860,,,,,,,,,,,,,,0.48,
Sabatia,1,110,D_36,5,5,31,,,,21.2,,,20.05,,,,,,,,,,783,720.2,62.77,783,720.23,62.77,,760,,,,,,,,,,,,,,0.5063,
Sabatia,1,110,D_36,6,6,38,,,,19.2,,,18.35,,,,,,,,,,906,832,73.99,906,832.01,73.99,,810,,,,,,,,,,,,,,0.4959,
Sabatia,1,110,D_36,7,7,45,,,,15.3,,,14.85,,,,,,,,,,482,434.8,47.24,482,434.76,47.24,,480,,,,,,,,,,,,,,0.4544,
Sabatia,1,110,D_36,8,8,53,,,,11.1,,,10.75,,,,,,,,,,210,188.3,21.71,210,188.29,21.71,,208,,,,,,,,,,,,,,0.4938,
Sabatia,1,110,D_36,9,9,60,,,,4.9,,,4.76,,,,,,,,,,27,22.1,4.86,27,22.14,4.86,,26.2,,,,,,,,,,,,,,0.4389,
Sabatia,1,110,D_47,0,0,0.3,,,,15.3,,,13.4,,,,,,,,,,520,459.8,60.19,520,459.81,60.19,,486,,,,,,,,,,,,,,0.5728,
Sabatia,1,110,D_47,1,1,4.5,,,,13.2,,,11.95,,,,,,,,,,377,340.2,36.78,377,340.22,36.78,,405,,,,,,,,,,,,,,0.5363,
Sabatia,1,110,D_47,2,2,10,,,,12.2,,,11.6,,,,,,,,,,298,275.6,22.4,298,275.6,22.4,,352,,,,,,,,,,,,,,0.5034,
Sabatia,1,110,D_47,3,3,17,,,,11,,,10.5,,,,,,,,,,261,239.4,21.57,261,239.43,21.57,,305,,,,,,,,,,,,,,0.4931,
Sabatia,1,110,D_47,4,4,24,,,,10.2,,,9.75,,,,,,,,,,232,213.2,18.79,232,213.21,18.79,,276,,,,,,,,,,,,,,0.487,
Sabatia,1,110,D_47,5,5,31,,,,8.8,,,8.35,,,,,,,,,,152,137.8,14.17,152,137.83,14.17,,168,,,,,,,,,,,,,,0.4988,
Sabatia,1,110,D_47,6,6,38,,,,7.5,,,7.25,,,,,,,,,,105,93.6,11.43,105,93.57,11.43,,118,,,,,,,,,,,,,,0.4805,
Sabatia,1,110,D_47,7,7,45,,,,5.3,,,5.1,,,,,,,,,,37,31.7,5.31,37,31.69,5.31,,46,,,,,,,,,,,,,,0.4239,
Sabatia,1,110,D_47,8,8,53,,,,2.8,,,2.7,,,,,,,,,,11,8.7,2.33,11,8.67,2.33,,11.4,,,,,,,,,,,,,,0.4649,
Sabatia,1,110,D_52,0,0,0.6,,,,33,,,30,,,,,,,,,,2414,2150.4,263.64,2414,2150.36,263.64,,2300,,,,,,,,,,,,,,0.5551,
Sabatia,1,110,D_52,1,1,4.5,,,,24.8,,,22.95,,,,,,,,,,1195,1109.8,85.15,1195,1109.85,85.15,,1160,,,,,,,,,,,,,,0.5533,
Sabatia,1,110,D_52,2,2,10,,,,23.7,,,22.65,,,,,,,,,,1471,1369.3,101.68,1471,1369.32,101.68,,1350,,,,,,,,,,,,,,0.5801,
Sabatia,1,110,D_52,3,3,17,,,,22.6,,,21.7,,,,,,,,,,1454,1358.4,95.57,1454,1358.43,95.57,,1470,,,,,,,,,,,,,,0.4974,
Sabatia,1,110,D_52,4,4,24,,,,21.5,,,20.6,,,,,,,,,,1338,1245,93.04,1338,1244.96,93.04,,1300,,,,,,,,,,,,,,0.5034,
Sabatia,1,110,D_52,5,5,31,,,,19.4,,,18.65,,,,,,,,,,1091,1009.7,81.32,1091,1009.68,81.32,,1090,,,,,,,,,,,,,,0.4864,
Sabatia,1,110,D_52,6,6,38,,,,18.4,,,17.8,,,,,,,,,,853,788.3,64.66,853,788.34,64.66,,855,,,,,,,,,,,,,,0.4399,
Sabatia,1,110,D_52,7,7,45,,,,16.1,,,15.65,,,,,,,,,,637,581.5,55.55,637,581.45,55.55,,615,,,,,,,,,,,,,,0.4367,
Sabatia,1,110,D_52,8,8,53,,,,13.7,,,13.15,,,,,,,,,,435,393.9,41.09,435,393.91,41.09,,385,,,,,,,,,,,,,,0.4304,
Sabatia,1,110,D_52,9,9,60,,,,8.8,,,8.4,,,,,,,,,,167,147.1,19.89,167,147.11,19.89,,122,,,,,,,,,,,,,,0.4721,
Sabatia,1,110,D_52,10,10,67,,,,3,,,2.65,,,,,,,,,,23,16.1,6.85,23,16.15,6.85,,18,,,,,,,,,,,,,,0.3833,
Sabatia,1,110,D_52,11,11,69.7,,,,1.4,,,1.25,,,,,,,,,,5,2.8,2.19,5,2.81,2.19,,2.8,,,,,,,,,,,,,,0.3929,
Sabatia,1,110,D_56,0,0,0.6,,,,22.1,,,19.35,,,,,,,,,,1255,1118.3,136.74,1255,1118.26,136.74,,1085,,,,,,,,,,,,,,0.5887,
Sabatia,1,110,D_56,1,1,4.5,,,,17.8,,,16.25,,,,,,,,,,817,746.9,70.07,817,746.93,70.07,,770,,,,,,,,,,,,,,0.5625,
Sabatia,1,110,D_56,2,2,10,,,,16.4,,,15.55,,,,,,,,,,460,424.6,35.43,460,424.57,35.43,,455,,,,,,,,,,,,,,0.5495,
Sabatia,1,110,D_56,3,3,17,,,,15.2,,,14.5,,,,,,,,,,479,440.2,38.81,479,440.19,38.81,,475,,,,,,,,,,,,,,0.5067,
Sabatia,1,110,D_56,4,4,24,,,,14.2,,,13.55,,,,,,,,,,351,324.6,26.38,351,324.62,26.38,,345,,,,,,,,,,,,,,0.5006,
Sabatia,1,110,D_56,5,5,31,,,,13.4,,,12.8,,,,,,,,,,360,328.9,31.15,360,328.85,31.15,,357,,,,,,,,,,,,,,0.4577,
Sabatia,1,110,D_56,6,6,38,,,,12.8,,,12.25,,,,,,,,,,326,294.9,31.13,326,294.87,31.13,,308,,,,,,,,,,,,,,0.4727,
Sabatia,1,110,D_56,7,7,45,,,,11.1,,,10.55,,,,,,,,,,268,238,30.04,268,237.96,30.04,,247,,,,,,,,,,,,,,0.4599,
Sabatia,1,110,D_56,8,8,53,,,,8.6,,,8.15,,,,,,,,,,176,151.5,24.5,176,151.5,24.5,,166,,,,,,,,,,,,,,0.4205,
Sabatia,1,110,D_56,9,9,60,,,,4,,,3.95,,,,,,,,,,23,17.4,5.63,23,17.37,5.63,,20.2,,,,,,,,,,,,,,0.3861,
Sabatia,1,110,D_56,10,10,63.9,,,,1.4,,,1.2,,,,,,,,,,2,1.1,0.87,2,1.13,0.87,,2,,,,,,,,,,,,,,0.45,
Sabatia,1,110,D_65,0,0,0.5,,,,32.5,,,29.3,,,,,,,,,,2695,2467.8,227.25,2695,2467.75,227.25,,2380,,,,,,,,,,,,,,0.5345,
Sabatia,1,110,D_65,1,1,4.5,,,,29.9,,,27.25,,,,,,,,,,2146,1983.3,162.65,2146,1983.35,162.65,,2010,,,,,,,,,,,,,,0.5056,
Sabatia,1,110,D_65,2,2,10,,,,28.6,,,26.8,,,,,,,,,,2293,2149.8,143.25,2293,2149.75,143.25,,2135,,,,,,,,,,,,,,0.5085,
Sabatia,1,110,D_65,3,3,17,,,,27,,,25.85,,,,,,,,,,1643,1560.4,82.56,1643,1560.44,82.56,,1630,,,,,,,,,,,,,,0.4358,
Sabatia,1,110,D_65,4,4,24,,,,25.8,,,25.05,,,,,,,,,,1850,1749.8,100.16,1850,1749.84,100.16,,1740,,,,,,,,,,,,,,0.4741,
Sabatia,1,110,D_65,5,5,31,,,,23.9,,,22.9,,,,,,,,,,1557,1463.6,93.38,1557,1463.62,93.38,,1480,,,,,,,,,,,,,,0.4224,
Sabatia,1,110,D_65,6,6,38,,,,23.8,,,22.55,,,,,,,,,,1663,1550.7,112.34,1663,1550.66,112.34,,1490,,,,,,,,,,,,,,0.4529,
Sabatia,1,110,D_65,7,7,45,,,,21.4,,,20.75,,,,,,,,,,1121,1046.1,74.93,1121,1046.07,74.93,,1045,,,,,,,,,,,,,,0.4546,
Sabatia,1,110,D_65,8,8,53,,,,15.8,,,15.15,,,,,,,,,,467,428.3,38.72,467,428.28,38.72,,445,,,,,,,,,,,,,,0.4261,
Sabatia,1,110,D_65,9,9,60,,,,11.5,,,11.15,,,,,,,,,,256,227.8,28.18,256,227.82,28.18,,244,,,,,,,,,,,,,,0.3873,
Sabatia,1,110,D_65,10,10,67,,,,5.5,,,5.35,,,,,,,,,,49,39.3,9.68,49,39.32,9.68,,41,,,,,,,,,,,,,,0.378,
Sabatia,1,110,D_65,11,11,71.8,,,,1.2,,,1.15,,,,,,,,,,3,1.7,1.3,3,1.7,1.3,,1.8,,,,,,,,,,,,,,0.4444,
Sabatia,1,110,D_66,0,0,0.4,,,,34.6,,,32.3,,,,,,,,,,3067,2830.9,236.08,3067,2830.92,236.08,,2830,,,,,,,,,,,,,,0.5481,
Sabatia,1,110,D_66,1,1,4.5,,,,26.8,,,24.95,,,,,,,,,,1828,1717.7,110.26,1828,1717.74,110.26,,1780,,,,,,,,,,,,,,0.526,
Sabatia,1,110,D_66,2,2,10,,,,25.9,,,24.2,,,,,,,,,,1310,1233.9,76.14,1310,1233.86,76.14,,1312,,,,,,,,,,,,,,0.4869,
Sabatia,1,110,D_66,3,3,17,,,,23.9,,,22.75,,,,,,,,,,1086,1024.3,61.65,1086,1024.35,61.65,,1090,,,,,,,,,,,,,,0.4736,
Sabatia,1,110,D_66,4,4,24,,,,22.7,,,21.65,,,,,,,,,,944,891,53.01,944,890.99,53.01,,960,,,,,,,,,,,,,,0.4828,
Sabatia,1,110,D_66,5,5,31,,,,21.7,,,20.6,,,,,,,,,,1044,973.7,70.32,1044,973.68,70.32,,1015,,,,,,,,,,,,,,0.4683,
Sabatia,1,110,D_66,6,6,38,,,,20.1,,,19.2,,,,,,,,,,949,883.2,65.77,949,883.23,65.77,,935,,,,,,,,,,,,,,0.4385,
Sabatia,1,110,D_66,7,7,45,,,,17.8,,,17.15,,,,,,,,,,627,581.6,45.41,627,581.59,45.41,,627,,,,,,,,,,,,,,0.4083,
Sabatia,1,110,D_66,8,8,53,,,,16.9,,,16.2,,,,,,,,,,638,579.2,58.81,638,579.19,58.81,,550,,,,,,,,,,,,,,0.4875,
Sabatia,1,110,D_66,9,9,60,,,,10,,,9.7,,,,,,,,,,180,159.3,20.72,180,159.28,20.72,,182,,,,,,,,,,,,,,0.3885,
Sabatia,1,110,D_66,10,10,67,,,,3.4,,,3.3,,,,,,,,,,16,11.9,4.05,16,11.95,4.05,,13.7,,,,,,,,,,,,,,0.4307,
Sabatia,1,110,D_66,11,11,70.6,,,,1.8,,,1.65,,,,,,,,,,6,3.8,2.22,6,3.78,2.22,,4,,,,,,,,,,,,,,0.375,
Sabatia,1,110,D_7,0,0,0.8,,,,42.1,,,38.4,,,,,,,,,,7100,6362.5,737.51,7100,6362.49,737.51,,6340,,,,,,,,,,,,,,0.5557,
Sabatia,1,110,D_7,1,1,4.5,,,,32.8,,,32,,,,,,,,,,2000,1886.3,113.73,2000,1886.27,113.73,,1980,,,,,,,,,,,,,,0.5158,
Sabatia,1,110,D_7,2,2,10,,,,31.2,,,30.5,,,,,,,,,,2300,2185.8,114.2,2300,2185.8,114.2,,2235,,,,,,,,,,,,,,0.4812,
Sabatia,1,110,D_7,3,3,17,,,,30.3,,,29.4,,,,,,,,,,2200,2081.5,118.51,2200,2081.49,118.51,,2080,,,,,,,,,,,,,,0.4698,
Sabatia,1,110,D_7,4,4,24,,,,28.6,,,28.1,,,,,,,,,,2100,1984.7,115.3,2100,1984.7,115.3,,1980,,,,,,,,,,,,,,0.4918,
Sabatia,1,110,D_7,5,5,31,,,,26.5,,,26,,,,,,,,,,1800,1695.8,104.23,1800,1695.77,104.23,,1856,,,,,,,,,,,,,,0.4166,
Sabatia,1,110,D_7,6,6,38,,,,23.6,,,23.1,,,,,,,,,,1300,1204.5,95.49,1300,1204.51,95.49,,1290,,,,,,,,,,,,,,0.4009,
Sabatia,1,110,D_7,7,7,45,,,,20.2,,,19.7,,,,,,,,,,900,825.1,74.92,900,825.08,74.92,,925,,,,,,,,,,,,,,0.4266,
Sabatia,1,110,D_7,8,8,53,,,,14.9,,,14.4,,,,,,,,,,500,437.9,62.06,500,437.94,62.06,,400,,,,,,,,,,,,,,0.4932,
Sabatia,1,110,D_7,9,9,60,,,,9.5,,,9.2,,,,,,,,,,200,170.2,29.78,200,170.22,29.78,,145,,,,,,,,,,,,,,0.4366,
Sabatia,1,110,E_20,0,0,0.5,,,,26.9,,,25,,,,,,,,,,1461,1336.7,124.28,1461,1336.72,124.28,,1360,,,,,,,,,,,,,,0.5729,
Sabatia,1,110,E_20,1,1,4.5,,,,22.2,,,20.6,,,,,,,,,,1841,1722.7,118.28,1841,1722.72,118.28,,1720,,,,,,,,,,,,,,0.5766,
Sabatia,1,110,E_20,2,2,10,,,,20,,,19.35,,,,,,,,,,783,733,50.02,783,732.98,50.02,,760,,,,,,,,,,,,,,0.5293,
Sabatia,1,110,E_20,3,3,17,,,,18.6,,,17.9,,,,,,,,,,1108,1044.7,63.31,1108,1044.69,63.31,,1077,,,,,,,,,,,,,,0.5123,
Sabatia,1,110,E_20,4,4,24,,,,17.1,,,16.7,,,,,,,,,,759,716.4,42.64,759,716.36,42.64,,736,,,,,,,,,,,,,,0.4875,
Sabatia,1,110,E_20,5,5,31,,,,16.4,,,16,,,,,,,,,,754,704.4,49.61,754,704.39,49.61,,768,,,,,,,,,,,,,,0.4806,
Sabatia,1,110,E_20,6,6,38,,,,15.5,,,14.8,,,,,,,,,,555,515.6,39.35,555,515.65,39.35,,575,,,,,,,,,,,,,,0.4504,
Sabatia,1,110,E_20,7,7,45,,,,14.2,,,13.75,,,,,,,,,,383,351.2,31.76,383,351.24,31.76,,408,,,,,,,,,,,,,,0.4262,
Sabatia,1,110,E_20,8,8,53,,,,13,,,12.55,,,,,,,,,,322,289,32.99,322,289.01,32.99,,275,,,,,,,,,,,,,,0.5004,
Sabatia,1,110,E_20,9,9,60,,,,9.2,,,8.75,,,,,,,,,,183,159.8,23.25,183,159.75,23.25,,177,,,,,,,,,,,,,,0.4107,
Sabatia,1,110,E_20,10,10,67,,,,5.3,,,5.05,,,,,,,,,,44,35.9,8.1,44,35.9,8.1,,41.6,,,,,,,,,,,,,,0.3822,
Sabatia,1,110,E_20,11,11,72.2,,,,1.4,,,1.3,,,,,,,,,,1,0.6,0.35,1,0.65,0.35,,1.5,,,,,,,,,,,,,,0.4667,
Sabatia,1,110,E_21,0,0,0.3,,,,24,,,20.65,,,,,,,,,,1547,1351.5,195.53,1547,1351.47,195.53,,1340,,,,,,,,,,,,,,0.3185,
Sabatia,1,110,E_21,1,1,4.5,,,,19.4,,,17.45,,,,,,,,,,1209,1090.5,118.54,1209,1090.46,118.54,,1125,,,,,,,,,,,,,,0.5324,
Sabatia,1,110,E_21,2,2,10,,,,18.3,,,16.95,,,,,,,,,,1878,1702,175.99,1878,1702.01,175.99,,845,,,,,,,,,,,,,,0.5156,
Sabatia,1,110,E_21,3,3,17,,,,17.1,,,16.05,,,,,,,,,,710,648.9,61.1,710,648.9,61.1,,690,,,,,,,,,,,,,,0.4939,
Sabatia,1,110,E_21,4,4,24,,,,16.3,,,15.5,,,,,,,,,,453,412.9,40.11,453,412.89,40.11,,460,,,,,,,,,,,,,,0.478,
Sabatia,1,110,E_21,5,5,31,,,,15.4,,,14.65,,,,,,,,,,587,531.5,55.49,587,531.51,55.49,,577,,,,,,,,,,,,,,0.4575,
Sabatia,1,110,E_21,6,6,38,,,,13.8,,,13.15,,,,,,,,,,343,307.9,35.09,343,307.91,35.09,,348,,,,,,,,,,,,,,0.4494,
Sabatia,1,110,E_21,7,7,45,,,,11.8,,,11.4,,,,,,,,,,407,361.3,45.7,407,361.3,45.7,,345,,,,,,,,,,,,,,0.5029,
Sabatia,1,110,E_21,8,8,53,,,,10.7,,,10.25,,,,,,,,,,284,249.2,34.81,284,249.19,34.81,,270,,,,,,,,,,,,,,0.4159,
Sabatia,1,110,E_21,9,9,60,,,,7.5,,,7.1,,,,,,,,,,106,86.7,19.3,106,86.7,19.3,,92,,,,,,,,,,,,,,0.4913,
Sabatia,1,110,E_21,10,10,67,,,,4,,,3.75,,,,,,,,,,33,25.8,7.22,33,25.78,7.22,,29,,,,,,,,,,,,,,0.3793,
Sabatia,1,110,E_21,11,11,70.9,,,,1.8,,,1.55,,,,,,,,,,3,1.8,1.18,3,1.82,1.18,,2.4,,,,,,,,,,,,,,0.4167,
Sabatia,1,110,E_26,0,0,0.2,,,,24.4,,,22.3,,,,,,,,,,1672,1529.6,142.41,1672,1529.59,142.41,,1405,,,,,,,,,,,,,,0.5955,
Sabatia,1,110,E_26,1,1,4.5,,,,20.6,,,19.75,,,,,,,,,,953,907.3,45.69,953,907.31,45.69,,854,,,,,,,,,,,,,,0.5885,
Sabatia,1,110,E_26,2,2,10,,,,20.4,,,19.5,,,,,,,,,,1053,1002.8,50.16,1053,1002.84,50.16,,953,,,,,,,,,,,,,,0.5735,
Sabatia,1,110,E_26,3,3,17,,,,18.7,,,18.15,,,,,,,,,,1034,983.2,50.83,1034,983.17,50.83,,962,,,,,,,,,,,,,,0.5283,
Sabatia,1,110,E_26,4,4,24,,,,17.8,,,17.15,,,,,,,,,,979,917.5,61.55,979,917.45,61.55,,935,,,,,,,,,,,,,,0.5087,
Sabatia,1,110,E_26,5,5,31,,,,16.8,,,16.35,,,,,,,,,,837,786.8,50.2,837,786.8,50.2,,955,,,,,,,,,,,,,,0.4126,
Sabatia,1,110,E_26,6,6,38,,,,15.2,,,14.5,,,,,,,,,,581,538.9,42.15,581,538.85,42.15,,544,,,,,,,,,,,,,,0.4928,
Sabatia,1,110,E_26,7,7,45,,,,13.9,,,13.3,,,,,,,,,,532,490.8,41.21,532,490.79,41.21,,502,,,,,,,,,,,,,,0.4612,
Sabatia,1,110,E_26,8,8,53,,,,11.3,,,10.8,,,,,,,,,,310,279.8,30.21,310,279.79,30.21,,283,,,,,,,,,,,,,,0.4686,
Sabatia,1,110,E_26,9,9,60,,,,8.6,,,8.25,,,,,,,,,,147,127.1,19.91,147,127.09,19.91,,122,,,,,,,,,,,,,,0.4623,
Sabatia,1,110,E_26,10,10,67,,,,2.6,,,2.4,,,,,,,,,,6,4.5,1.46,6,4.54,1.46,,5.5,,,,,,,,,,,,,,0.4545,
Sabatia,1,110,E_26,11,11,69.2,,,,1.6,,,1.35,,,,,,,,,,4,2.6,1.36,4,2.64,1.36,,3.2,,,,,,,,,,,,,,0.4062,
Sabatia,1,110,E_32,0,0,0.4,,,,39,,,35.9,,,,,,,,,,4102,3657.8,444.25,4102,3657.75,444.25,,3720,,,,,,,,,,,,,,0.5411,
Sabatia,1,110,E_32,1,1,4.5,,,,29,,,27.65,,,,,,,,,,1992,1886.3,105.71,1992,1886.29,105.71,,1925,,,,,,,,,,,,,,0.5171,
Sabatia,1,110,E_32,2,2,10,,,,26.6,,,25.55,,,,,,,,,,1642,1553.9,88.06,1642,1553.94,88.06,,1652,,,,,,,,,,,,,,0.5127,
Sabatia,1,110,E_32,3,3,17,,,,26.4,,,25.55,,,,,,,,,,1585,1505,79.95,1585,1505.05,79.95,,1620,,,,,,,,,,,,,,0.4826,
Sabatia,1,110,E_32,4,4,24,,,,25.1,,,24.05,,,,,,,,,,1344,1267.8,76.25,1344,1267.75,76.25,,1363,,,,,,,,,,,,,,0.4729,
Sabatia,1,110,E_32,5,5,31,,,,23.1,,,22.45,,,,,,,,,,1492,1400.9,91.11,1492,1400.89,91.11,,1455,,,,,,,,,,,,,,0.4686,
Sabatia,1,110,E_32,6,6,38,,,,22.6,,,21.95,,,,,,,,,,1524,1434.1,89.88,1524,1434.12,89.88,,1445,,,,,,,,,,,,,,0.5075,
Sabatia,1,110,E_32,7,7,45,,,,21.2,,,20.55,,,,,,,,,,1171,1090.5,80.51,1171,1090.49,80.51,,1170,,,,,,,,,,,,,,0.4603,
Sabatia,1,110,E_32,8,8,53,,,,16.4,,,16,,,,,,,,,,598,550.3,47.71,598,550.29,47.71,,615,,,,,,,,,,,,,,0.4374,
Sabatia,1,110,E_32,9,9,60,,,,12.8,,,12.3,,,,,,,,,,413,374.5,38.51,413,374.49,38.51,,390,,,,,,,,,,,,,,0.4328,
Sabatia,1,110,E_32,10,10,67,,,,6,,,5.75,,,,,,,,,,75,63.3,11.68,75,63.32,11.68,,64,,,,,,,,,,,,,,0.4031,
Sabatia,1,110,E_32,11,11,73,,,,1.6,,,1.35,,,,,,,,,,4,2.4,1.56,4,2.44,1.56,,2.4,,,,,,,,,,,,,,0.4167,
Sabatia,1,110,E_4,0,0,0.4,,,,22.6,,,19.95,,,,,,,,,,1251,1099.3,151.66,1251,1099.34,151.66,,1095,,,,,,,,,,,,,,0.562,
Sabatia,1,110,E_4,1,1,4.5,,,,17.6,,,17,,,,,,,,,,662,623,39.04,662,622.96,39.04,,620,,,,,,,,,,,,,,0.5905,
Sabatia,1,110,E_4,2,2,10,,,,16.6,,,16.2,,,,,,,,,,750,711,38.99,750,711.01,38.99,,710,,,,,,,,,,,,,,0.5651,
Sabatia,1,110,E_4,3,3,17,,,,15.7,,,15.3,,,,,,,,,,618,582.8,35.2,618,582.8,35.2,,588,,,,,,,,,,,,,,0.543,
Sabatia,1,110,E_4,4,4,24,,,,14.6,,,14.2,,,,,,,,,,429,402.9,26.05,429,402.95,26.05,,415,,,,,,,,,,,,,,0.5154,
Sabatia,1,110,E_4,5,5,31,,,,13.4,,,13.25,,,,,,,,,,369,345.9,23.07,369,345.93,23.07,,358,,,,,,,,,,,,,,0.4874,
Sabatia,1,110,E_4,6,6,38,,,,12.8,,,12.55,,,,,,,,,,406,377,29.01,406,376.99,29.01,,377,,,,,,,,,,,,,,0.4788,
Sabatia,1,110,E_4,7,7,45,,,,12,,,11.6,,,,,,,,,,240,219.1,20.94,240,219.06,20.94,,223,,,,,,,,,,,,,,0.4489,
Sabatia,1,110,E_4,8,8,53,,,,10.1,,,9.9,,,,,,,,,,194,178.9,15.11,194,178.89,15.11,,179,,,,,,,,,,,,,,0.4324,
Sabatia,1,110,E_4,9,9,60,,,,8.9,,,8.6,,,,,,,,,,244,218.7,25.32,244,218.68,25.32,,213,,,,,,,,,,,,,,0.4211,
Sabatia,1,110,E_4,10,10,67,,,,3.5,,,3.25,,,,,,,,,,13,10.5,2.48,13,10.52,2.48,,11.4,,,,,,,,,,,,,,0.3684,
Sabatia,1,110,E_4,11,11,70.4,,,,1.9,,,1.7,,,,,,,,,,8,5.2,2.79,8,5.21,2.79,,6,,,,,,,,,,,,,,0.3667,
Sabatia,1,110,E_43,0,0,0.5,,,,22.2,,,17.5,,,,,,,,,,1476,1185.8,290.2,1476,1185.8,290.2,,1195,,,,,,,,,,,,,,0.5365,
Sabatia,1,110,E_43,1,1,4.5,,,,17.5,,,15.3,,,,,,,,,,551,500.7,50.33,551,500.67,50.33,,506,,,,,,,,,,,,,,0.5721,
Sabatia,1,110,E_43,2,2,10,,,,16.6,,,14.65,,,,,,,,,,646,591.3,54.68,646,591.32,54.68,,610,,,,,,,,,,,,,,0.5341,
Sabatia,1,110,E_43,3,3,17,,,,14.9,,,13.7,,,,,,,,,,455,415.3,39.7,455,415.3,39.7,,435,,,,,,,,,,,,,,0.5354,
Sabatia,1,110,E_43,4,4,24,,,,13.4,,,12.55,,,,,,,,,,302,275.7,26.3,302,275.7,26.3,,312,,,,,,,,,,,,,,0.4728,
Sabatia,1,110,E_43,5,5,31,,,,12.4,,,11.7,,,,,,,,,,281,254.1,26.9,281,254.1,26.9,,283,,,,,,,,,,,,,,0.4488,
Sabatia,1,110,E_43,6,6,38,,,,10.9,,,10.05,,,,,,,,,,162,146.2,15.76,162,146.24,15.76,,167,,,,,,,,,,,,,,0.4617,
Sabatia,1,110,E_43,7,7,45,,,,9.1,,,8.65,,,,,,,,,,157,139,18.02,157,138.98,18.02,,156,,,,,,,,,,,,,,0.4256,
