author,year,loc,spcd,common_name,sample_size,st_meand_bh,st_mind_bh,st_maxd_bh,lat,lon,prec,lat_lon_der,loc_desc,state
FIA-SRS,,51_3_125,126,pitch pine,3,2.7,1,4.3,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,132,Virginia pine,50,6.6,1,13,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,316,red maple,23,5.6,1,12.2,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,370,birch spp.,10,5.4,1,9.7,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,400,hickory spp.,25,7.7,1,18.5,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,491,flowering dogwood,22,1.6,1,5,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,540,ash spp.,4,7.3,4.2,12,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,602,black walnut,2,10.1,7.4,12.7,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,621,yellow-poplar,15,12.3,1,24.8,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,652,southern magnolia,1,2.1,2.1,2.1,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,680,mulberry spp.,1,2.5,2.5,2.5,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,693,blackgum,9,3.5,1,11.5,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,802,white oak,17,6.1,1,20.3,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,806,scarlet oak,7,15.8,5.3,27.8,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,812,southern red oak,10,6.7,1,36.1,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,832,chestnut oak,25,12,2.6,21.3,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,833,northern red oak,10,17.6,2.2,24.6,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,835,post oak,6,1.1,1,1.3,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,837,black oak,9,8.3,1.3,19.3,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,901,black locust,2,7.6,5.3,9.9,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,950,basswood spp.,3,16.1,1.6,27.3,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,970,elm spp.,1,5.4,5.4,5.4,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_125,999,unknown/other tree,5,2.9,1,6.5,37.8,-78.9,,,Nelson County VA,Virginia
FIA-SRS,,51_3_137,68,eastern redcedar,4,7,5.4,9.8,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,110,shortleaf pine,11,9.7,5.7,19.1,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,132,Virginia pine,11,6.5,1.4,9.7,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,316,red maple,5,6.7,1.2,16.2,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,400,hickory spp.,7,10.9,1.4,21.9,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,491,flowering dogwood,4,2.5,1.3,4.9,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,621,yellow-poplar,10,9.2,1.8,13.1,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,693,blackgum,5,2.6,1,7.4,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,802,white oak,14,8.1,1,12.6,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,806,scarlet oak,5,7.6,5.8,11,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,812,southern red oak,1,9.1,9.1,9.1,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,833,northern red oak,3,1.1,1,1.2,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_137,835,post oak,6,10.7,1,19.6,38.2,-78,,,Orange County VA,Virginia
FIA-SRS,,51_3_153,132,Virginia pine,3,10.9,8,13.5,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,316,red maple,8,10.3,1.5,17.7,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,400,hickory spp.,3,13.2,7.8,23,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,491,flowering dogwood,1,2.7,2.7,2.7,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,531,American beech,6,5.5,1.3,8.5,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,611,sweetgum,10,10.4,3,16.7,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,621,yellow-poplar,2,4.7,3.4,6,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,693,blackgum,2,1.2,1.1,1.4,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,802,white oak,17,12.9,5.1,23.1,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,806,scarlet oak,4,11.9,6.2,19.5,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,812,southern red oak,1,20.4,20.4,20.4,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,825,swamp chestnut oak,2,15,14.1,15.9,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,837,black oak,5,8.3,2.1,16.1,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_153,999,unknown/other tree,1,4.1,4.1,4.1,38.7,-77.5,,,Prince William County VA,Virginia
FIA-SRS,,51_3_157,129,eastern white pine,1,13.5,13.5,13.5,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,132,Virginia pine,4,7.7,6.1,8.9,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,316,red maple,7,10.8,6.5,13.9,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,602,black walnut,6,11.1,5.2,17.5,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,621,yellow-poplar,10,12.8,6.3,25.7,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,693,blackgum,2,5.2,1.3,9.2,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,762,black cherry,1,8.4,8.4,8.4,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,802,white oak,7,8.4,4.2,15.7,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,806,scarlet oak,5,13.4,8.9,17.1,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,832,chestnut oak,3,12.1,10,13.3,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,833,northern red oak,6,11.8,2.2,18.9,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,837,black oak,7,13.1,10.5,16.4,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,901,black locust,1,8.1,8.1,8.1,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_157,999,unknown/other tree,1,5.4,5.4,5.4,38.7,-78.2,,,Rappahannock County VA,Virginia
FIA-SRS,,51_3_177,110,shortleaf pine,11,7.7,6.5,10.1,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,132,Virginia pine,52,8.1,5.1,12.7,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,316,red maple,2,9.8,7.3,12.2,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,400,hickory spp.,3,11.6,10.2,12.7,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,591,American holly,2,6.5,5.3,7.7,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,611,sweetgum,10,7.9,3.3,12.6,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,621,yellow-poplar,14,9.8,3.1,18,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,693,blackgum,2,4.8,3.4,6.1,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,742,poplar spp.,1,10.7,10.7,10.7,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,802,white oak,10,9.2,3.7,17.4,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,806,scarlet oak,3,4,2.7,6.1,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,812,southern red oak,5,9.6,7.5,14.6,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,833,northern red oak,1,1.4,1.4,1.4,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_177,970,elm spp.,1,9.2,9.2,9.2,38.2,-77.7,,,Spotsylvania County VA,Virginia
FIA-SRS,,51_3_179,110,shortleaf pine,1,11,11,11,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,132,Virginia pine,15,8.8,5.5,14.1,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,316,red maple,8,7.3,1.7,18,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,370,birch spp.,5,9.6,6.6,10.8,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,400,hickory spp.,6,5.7,1.7,13.7,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,521,common persimmon,1,6.5,6.5,6.5,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,531,American beech,3,8.9,3.5,13.8,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,602,black walnut,1,13,13,13,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,611,sweetgum,7,8.3,1.9,17.4,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,621,yellow-poplar,9,17.2,12.1,27.6,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,802,white oak,15,9.6,5.2,18,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,806,scarlet oak,1,9.3,9.3,9.3,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,812,southern red oak,3,16.4,10.2,27.3,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,833,northern red oak,5,10.2,5.4,20.7,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_179,837,black oak,8,9.7,7.6,13.5,38.4,-77.5,,,Stafford County VA,Virginia
FIA-SRS,,51_3_3,68,eastern redcedar,3,9.7,8.4,11.1,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,110,shortleaf pine,30,8.8,2.8,15.2,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,131,loblolly pine,4,3.2,1.8,4.2,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,132,Virginia pine,13,6.5,2,10.9,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,316,red maple,9,4.2,1.9,6.6,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,370,birch spp.,12,2.8,1.2,7,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,400,hickory spp.,9,8.4,1.1,15.8,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,491,flowering dogwood,6,2.7,1,5.3,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,521,common persimmon,1,12,12,12,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,540,ash spp.,3,9.8,7.9,11.3,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,601,butternut,1,10.2,10.2,10.2,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,602,black walnut,3,10.9,9,14.3,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,621,yellow-poplar,32,17.4,3.3,39.5,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,693,blackgum,2,3,1.1,4.9,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,762,black cherry,2,16.7,13.8,19.6,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,802,white oak,31,11.6,1.3,29.1,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,806,scarlet oak,6,8.1,5,11.9,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,832,chestnut oak,36,10.8,1,21.6,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,833,northern red oak,11,15.3,1.4,33.4,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,837,black oak,9,12.4,3.3,27.5,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,901,black locust,5,10.3,7.6,13.6,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_3,999,unknown/other tree,5,5.5,1,8.3,38,-78.6,,,Albemarle County VA,Virginia
FIA-SRS,,51_3_47,110,shortleaf pine,2,5.6,2.6,8.6,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,131,loblolly pine,5,2.4,1.4,3.9,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,132,Virginia pine,17,5.1,1,14.3,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,316,red maple,10,6.8,1.4,22.8,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,400,hickory spp.,8,7.3,1.4,16.8,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,491,flowering dogwood,6,1.8,1.1,2.5,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,621,yellow-poplar,4,6,2.2,11.1,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,693,blackgum,8,5.7,1,17.9,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,802,white oak,29,9.9,1.9,16.9,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,806,scarlet oak,2,19.8,14.6,25,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,812,southern red oak,1,13.4,13.4,13.4,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,831,willow oak,4,7.3,5.3,8.8,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,832,chestnut oak,8,13.1,3.9,15.7,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,835,post oak,3,9.9,8,12,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,837,black oak,4,12.5,3.7,23.3,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_47,999,unknown/other tree,2,1.6,1,2.1,38.5,-78,,,Culpeper County VA,Virginia
FIA-SRS,,51_3_59,131,loblolly pine,15,15,12.4,18.2,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,316,red maple,5,7.8,4.1,12.6,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,400,hickory spp.,10,10.8,2,16.3,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,531,American beech,8,13.8,8.1,17.2,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,621,yellow-poplar,3,16.4,12.2,19.3,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,693,blackgum,6,12.3,5,22.2,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,731,American sycamore,1,13.3,13.3,13.3,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,802,white oak,21,14.8,5.3,24.6,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,806,scarlet oak,1,7.8,7.8,7.8,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,812,southern red oak,1,13.3,13.3,13.3,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,825,swamp chestnut oak,1,11.2,11.2,11.2,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,832,chestnut oak,13,13.6,6.6,23.7,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,833,northern red oak,6,12.3,1.3,19.7,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,835,post oak,2,10,6.8,13.2,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,837,black oak,4,11.7,5.8,19.6,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_59,999,unknown/other tree,1,1,1,1,38.8,-77.3,,,Fairfax County VA,Virginia
FIA-SRS,,51_3_61,68,eastern redcedar,6,2.9,1.7,4.6,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,132,Virginia pine,10,3.7,1.7,6.2,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,316,red maple,15,7.6,1,22.9,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,400,hickory spp.,13,2.8,1,9.6,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,491,flowering dogwood,16,1.7,1,3.6,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,521,common persimmon,4,2.1,1.3,3.8,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,540,ash spp.,2,16.6,11.8,21.4,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,602,black walnut,1,7.8,7.8,7.8,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,611,sweetgum,2,1.6,1.4,1.8,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,621,yellow-poplar,12,2.4,1,4.1,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,680,mulberry spp.,3,5.8,1,13.1,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,693,blackgum,12,2,1,7.6,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,762,black cherry,2,4.2,1.4,6.9,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,802,white oak,8,3.5,1.1,12,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,806,scarlet oak,4,1.9,1,2.6,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,812,southern red oak,2,3.8,3.6,4,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,832,chestnut oak,22,11.5,1.6,18.9,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,833,northern red oak,6,10.6,1.5,21.5,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,837,black oak,9,5.2,1.1,8.8,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,901,black locust,3,10.4,1.8,24,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,950,basswood spp.,1,2.3,2.3,2.3,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,970,elm spp.,6,3.8,1.4,6.8,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_61,999,unknown/other tree,6,2.5,1.8,3.5,38.7,-77.8,,,Fauquier County VA,Virginia
FIA-SRS,,51_3_65,68,eastern redcedar,5,3.4,1.4,6.5,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,110,shortleaf pine,10,9.4,3.2,13.1,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,131,loblolly pine,15,6.2,4.1,7.8,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,132,Virginia pine,40,6.6,2.9,13.4,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,316,red maple,9,4.9,1,15.6,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,400,hickory spp.,5,7.1,4.3,8.9,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,491,flowering dogwood,10,1.9,1,4.6,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,531,American beech,1,1,1,1,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,540,ash spp.,1,2.9,2.9,2.9,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,611,sweetgum,3,11.7,10,14.5,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,621,yellow-poplar,6,11.8,8,17.4,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,693,blackgum,4,5.6,5,5.9,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,731,American sycamore,2,13.7,7,20.4,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,762,black cherry,1,1.4,1.4,1.4,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,802,white oak,9,6.7,1.2,14.8,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,806,scarlet oak,4,8.4,4.8,13,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,832,chestnut oak,2,11.7,11.3,12,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,833,northern red oak,1,2.2,2.2,2.2,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,837,black oak,4,4,2.4,6.3,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_65,970,elm spp.,1,10.6,10.6,10.6,37.8,-78.3,,,Fluvanna County VA,Virginia
FIA-SRS,,51_3_75,68,eastern redcedar,1,1.7,1.7,1.7,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,110,shortleaf pine,15,7.8,5.2,10.4,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,132,Virginia pine,2,4.1,2.9,5.3,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,316,red maple,5,10.4,1,38.6,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,370,birch spp.,1,10.2,10.2,10.2,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,400,hickory spp.,4,8.3,5.3,10.4,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,491,flowering dogwood,7,2.6,1.1,5.6,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,531,American beech,2,7.1,5.4,8.8,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,540,ash spp.,2,12.6,11.5,13.7,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,602,black walnut,1,19.5,19.5,19.5,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,611,sweetgum,8,6.8,1.3,14.3,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,621,yellow-poplar,8,8.5,1.6,12.2,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,693,blackgum,2,14.7,11.5,17.9,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,802,white oak,16,11.1,4.4,19.6,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,806,scarlet oak,3,15.1,12.2,19.6,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,812,southern red oak,5,12.4,7.8,15.6,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,833,northern red oak,7,8.1,2.9,12.7,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,835,post oak,3,7.3,6.2,8.2,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,837,black oak,10,12.6,6.1,18.5,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,901,black locust,1,9.5,9.5,9.5,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_75,970,elm spp.,1,6.2,6.2,6.2,37.7,-77.9,,,Goochland County VA,Virginia
FIA-SRS,,51_3_79,68,eastern redcedar,2,1.5,1.1,1.9,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_79,110,shortleaf pine,2,11.8,11.7,11.9,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_79,132,Virginia pine,7,3,1.5,4.2,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_79,316,red maple,7,2.6,1,4.8,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_79,491,flowering dogwood,2,1.2,1.2,1.3,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_79,693,blackgum,1,1.9,1.9,1.9,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_79,832,chestnut oak,1,4.5,4.5,4.5,38.3,-78.5,,,Greene County VA,Virginia
FIA-SRS,,51_3_9,68,eastern redcedar,3,1.3,1.1,1.6,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,129,eastern white pine,31,9.7,1,20,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,132,Virginia pine,42,5.4,1.1,9.6,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,261,hemlock spp.,1,5,5,5,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,316,red maple,17,6.8,1.2,13.1,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,318,sugar maple,1,14.6,14.6,14.6,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,370,birch spp.,3,3.3,1.2,7.4,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,400,hickory spp.,4,15.9,12.5,24.7,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,491,flowering dogwood,6,1.8,1.1,2.3,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,521,common persimmon,2,2.8,1.3,4.4,37.6,-79.1,,,Amherst County VA,Virginia
FIA-SRS,,51_3_9,531,American beech,3,3.3,2.8,3.6,37.6,-79.1,,,Amherst County VA,Virginia
