author,loc,spcd,treeno,branch_id,status,ht,ob_d,len,lenh,lenv,lenmeth,wdbk_gw_sub,wd_gw_sub,bk_gw_sub,wdbk_dw_sub,wd_dw_sub,bk_dw_sub,ind_sub,wdbk_mc_sub,wd_mc_sub,bk_mc_sub,fol_gw_sub,fol_dw_sub,fol_mc_sub,wdbkf_gw,wdbk_gw,wd_gw,bk_gw,fol_gw,wdbk_dw,wdbk_dw_1,wd_dw,bk_dw,fol_dw,cen
Baldwin,1,131,10,5,1,48,0.7,3.3,,,,19,13,5.11,,6.26,2.22,2,,107.667731629393,130.18018018018,117.22,50.7,131.20315581854,0.6,0.1,0.068421052631579,0.068421052631579,0.5,0.262926621888563,0.262926621888563,0.046666598001854,0.0137192295808013,0.216260023886709,2
Baldwin,1,131,10,6,1,48.8,0.5,3.3,,,,13.1,8.91,2.7,,3.88,1.14,2,,129.639175257732,136.842105263158,111.4,47.48,134.625105307498,0.5,0.1,0.0680152671755725,0.0680152671755725,0.4,0.213607725257841,0.213607725257841,0.0431229855810008,0.0135046649703138,0.17048473967684,2
Baldwin,1,131,100,1,1,42,1.6,9.3,,,,51.12,43.44,3,,21.2,1.8,2,,104.905660377358,66.6666666666667,121.2,53.76,125.446428571429,5.8,4.6,3.90892018779343,3.90892018779343,1.2,2.85459334665861,2.85459334665861,2.32231611893584,0.414647887323943,0.532277227722772,2
Baldwin,1,131,100,2,1,43.3,1.7,12.6,,,,67.66,55.52,9.66,,23.38,4.7,2,,137.467921300257,105.531914893617,139.2,62.38,123.148445014428,10.6,8.1,6.64664498965415,6.64664498965415,2.5,4.62641477245521,4.62641477245521,3.50608431268509,0.707118897373238,1.12033045977012,2
Baldwin,1,131,100,3,1,48.5,1.6,9.8,,,,83.46,67.74,12.7,,29.26,5.4,2,,131.510594668489,135.185185185185,176.9,80.42,119.970156677443,8.3,5.3,4.30172537742631,4.30172537742631,3,3.64639626361202,3.64639626361202,2.2825748956075,0.424463225346293,1.36382136800452,2
Baldwin,1,131,100,4,1,51.5,0.8,4.5,,,,19.6,14.44,4.26,,5.84,1.74,2,,147.260273972603,144.827586206897,172.4,78.2,120.460358056266,1.7,0.9,0.663061224489796,0.663061224489796,0.8,0.727818105183971,0.727818105183971,0.364941075021558,0.0967778097154355,0.362877030162413,2
Baldwin,1,131,100,5,1,55,1.1,6.3,,,,75.38,58.9,13.2,,24.58,4.88,2,,139.625711960944,170.491803278689,179.35,82.14,118.346725103482,3.8,1.9,1.48461130273282,1.48461130273282,1.9,1.64329783528477,1.64329783528477,0.773122201050033,0.153567942626048,0.870175634234737,2
Baldwin,1,131,100,6,1,57.3,0.6,4.1,,,,18.16,12.64,4.3,,5.5,1.76,2,,129.818181818182,144.318181818182,101.82,45.96,121.54046997389,0.7,0.3,0.208810572687225,0.208810572687225,0.4,0.308736994184583,0.308736994184583,0.128183075504559,0.0373240446675545,0.180553918680024,2
Baldwin,1,131,101,1,1,45,1,7.7,,,,9.88,8.07,1.63,,3.66,0.9,2,,120.491803278689,81.1111111111111,104,45.66,127.770477441962,2.2,1.8,1.47024291497976,1.47024291497976,0.4,1.02449146817019,1.02449146817019,0.848876083554805,0.182074464121607,0.175615384615385,2
Baldwin,1,131,101,2,1,47.8,1,7.5,,,,12.46,9.11,2.71,,4.36,1.12,2,,108.94495412844,141.964285714286,106.72,47.3,125.623678646934,2.3,1.8,1.31605136436597,1.31605136436597,0.5,1.05147177596545,1.05147177596545,0.82986382993846,0.200008292217754,0.221607946026986,2
Baldwin,1,131,101,3,1,50.5,0.8,5,,,,11.24,8.81,2.15,,4.02,0.96,2,,119.154228855721,123.958333333333,105.62,47.52,122.26430976431,1.5,1,0.783807829181495,0.783807829181495,0.5,0.679140958117388,0.679140958117388,0.454183563684515,0.096532318132914,0.224957394432873,2
Baldwin,1,131,101,4,1,52.5,0.5,2.2,,,,6.26,4.21,1.68,,1.82,0.78,2,,131.318681318681,115.384615384615,60.28,29.54,104.062288422478,0.3,0.2,0.134504792332268,0.134504792332268,0.1,0.13756009912058,0.13756009912058,0.088555454130534,0.030408489274304,0.0490046449900464,2
Baldwin,1,131,101,5,1,54.7,0.7,4.2,,,,19.16,14.29,4.18,,5.82,1.66,2,,145.53264604811,151.807228915663,117.34,52.82,122.150700492238,1.1,0.6,0.447494780793319,0.447494780793319,0.5,0.467891410008216,0.467891410008216,0.242818970942254,0.0605642736562416,0.225072439065962,2
Baldwin,1,131,101,6,1,56.5,0.7,4,,,,24.28,18.31,5.16,,7.12,1.96,2,,157.162921348315,163.265306122449,106.26,49.38,115.188335358445,1.1,0.5,0.377059308072488,0.377059308072488,0.6,0.472146659424966,0.472146659424966,0.193321137121183,0.0466984023600628,0.278825522303783,2
Baldwin,1,131,102,1,1,42.7,1.5,8.9,,,,33.92,25.77,5.15,,11.64,2.28,2,,121.39175257732,125.877192982456,147.5,60.3,144.610281923715,7.3,4,3.03891509433962,3.03891509433962,3.3,3.14721627168321,3.14721627168321,1.7981315259205,0.425490016486536,1.34908474576271,2
