author,loc,spcd,treeno,branch_id,status,ht,ob_d,len,lenh,lenv,lenmeth,wdbk_gw_sub,wd_gw_sub,bk_gw_sub,wdbk_dw_sub,wd_dw_sub,bk_dw_sub,ind_sub,wdbk_mc_sub,wd_mc_sub,bk_mc_sub,fol_gw_sub,fol_dw_sub,fol_mc_sub,wdbkf_gw,wdbk_gw,wd_gw,bk_gw,fol_gw,wdbk_dw,wdbk_dw_1,wd_dw,bk_dw,fol_dw,cen
VT_COOP-IMP,1307,131,830,30,1,30,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,31,1,30,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,32,1,31.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,33,1,32.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,34,1,32.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,35,1,32.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,36,1,32.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,37,1,35.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,38,1,35.3,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,39,1,35.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,40,1,38,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,41,1,38,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,42,1,15,1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,43,1,24.3,1.2,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1307,131,830,44,1,32.6,0.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,1,,11.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,2,,9.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,3,,10.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,4,1,39.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,5,,14,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,6,,14.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,7,,15.1,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,8,,15.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,9,,15.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,10,,17.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,11,,19.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,12,1,19.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,13,1,21.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,14,1,21.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,15,1,21.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,16,1,21.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,17,1,22.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,18,1,22.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,19,1,24.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,20,1,24.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,21,1,24.5,1.05,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,22,1,24.5,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,23,1,26.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,24,1,26.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,25,1,26.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,26,1,28.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,27,1,28.3,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,28,1,28.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,29,1,28.3,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,30,1,28.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,31,1,31.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,32,1,31.5,0.95,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,33,1,31.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,34,1,33.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,35,1,34.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,36,1,35.7,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,37,1,35.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,38,1,35.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,39,1,37.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,40,1,37.4,0.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,41,1,39.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,42,1,39.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,200,43,1,39.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,1,1,32.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,2,1,32.7,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,3,1,32.7,0.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,4,1,32.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,5,1,32.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,6,,14.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,7,,14.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,8,,15,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,9,,17.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,10,,18.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,11,1,18.8,1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,12,,18.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,13,,18.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,14,1,20.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,15,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,16,,11,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,17,,11,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,18,,11,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,19,1,23.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,20,1,23.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,21,1,26.6,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,22,1,26.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,23,1,26.6,1.1,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,24,1,26.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,25,1,28.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,26,1,28.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,27,1,28.7,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,28,1,20.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,29,1,20.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,30,1,20.9,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1313,131,84,31,1,23.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,1,,4.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,2,,5.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,3,,5.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,4,,6.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,5,,7.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,6,,8.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,7,,10.1,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,8,,8.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,9,,12.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,10,,12.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,11,,12.3,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,12,,13.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,13,,13.8,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,14,,13.8,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,15,,13.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,16,,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,17,,15.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,18,,16,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,19,,16.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,20,1,16.5,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,21,,16.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,22,1,18.1,0.65,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,23,1,19.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,24,1,19.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,25,,19.5,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,26,,20.3,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,27,,21,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,28,1,21,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,29,,21.2,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,30,,21.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,31,1,22.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,32,1,23.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,33,1,23.2,1.05,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,34,,23.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,35,1,23.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,36,1,24,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,37,1,24,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,38,,24,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,39,1,24.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,40,1,24.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,41,1,26.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,42,1,27.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,43,1,27.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,44,1,27.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,45,1,27.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,46,1,28.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,47,1,28.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,48,1,28.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,49,1,29.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,50,1,29.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,51,1,29.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,52,1,30.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,53,1,30.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,54,1,30.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,55,1,31.1,0.7,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,56,1,31.1,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,57,1,31.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,58,1,31.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,59,1,31.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,60,1,31.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,61,1,32.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,62,1,32.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,63,1,32.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,64,1,33.3,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,65,1,33.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,66,1,33.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,67,1,33.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,68,1,34.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,69,1,34.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,70,1,35.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,71,1,35.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,72,1,36.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,73,1,36.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,426,74,1,36.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,1,,1.9,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,2,,4.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,3,,6.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,4,,6.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,5,,7.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,6,,8.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,7,,8.9,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,8,,9.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,9,,9.7,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,10,,11.5,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,11,,13.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,12,,13.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,13,,13.5,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,14,,14.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,15,,14.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,16,,14.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,17,1,14.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,18,,16,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,19,,18,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,20,1,18.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,21,1,19,1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,22,1,19,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,23,1,21.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,24,1,21.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,25,1,21.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,26,1,22.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,27,1,22.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,28,1,23,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,29,1,24.6,0.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,30,1,24.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,31,1,24.6,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,32,1,26,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,33,1,26.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,34,1,26.2,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,35,1,27.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,36,1,27.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,37,1,28.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,38,1,28.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,39,1,29.4,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,40,1,29.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,41,1,29.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,42,1,29.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,43,1,29.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,44,1,30.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,45,1,31,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,46,1,32,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,47,1,32,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,48,1,33.1,0.95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,49,1,33.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,50,1,33.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,51,1,34.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,52,1,35.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,53,1,35.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,54,1,36.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,55,1,36.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,56,1,36.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,57,1,37.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,58,1,38.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,59,1,38.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,60,1,40.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,61,1,40.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,62,1,40.2,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,63,1,41,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,64,1,41,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1314,131,595,65,1,41,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,1,,8.3,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,2,,10.1,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,3,,10.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,4,,10.1,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,5,,11.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,6,,11.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,7,,14.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,8,,14.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,9,,14.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,10,,14.7,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT_COOP-IMP,1315,131,678,11,,14.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
