author,loc,spcd,treeno,section_id,ob_d_bot,ob_d_top,ib_d_bot,ib_d_top,len,ht,wdbk_gw,wd_gw,bk_gw,wdbk_dw,wd_dw,bk_dw,wdbk_cv,wd_cv,bk_cv,cen,wd_def1d_1,wd_def1d_2,wd_def1len,wd_def1cl,wd_def2cl,wd_def2d_1,wd_def2d_2,wd_def2len,wd_def3cl_1,wd_def3d_1,wd_def3d_2,wd_def3len,wdbk_d_kerf,wdbk_wid_kerf,wdbk_gw_kerf,wdbk_ar,wd_ar
Lohrey,1,111,203,12,,,,,,54,79.5,70.66,8.84,41.13,35.21,5.92,1.4,1.14,0.26,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,13,,,,,,59,81.3,71.52,9.78,38.82,33.02,5.8,1.34,1.09,0.25,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,14,,,,,,64.5,71.2,61.85,9.35,31.99,26.83,5.15,1.18,0.94,0.23,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,15,,,,,,70,55.7,47.53,8.17,23.34,19.75,3.59,0.88,0.71,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,16,,,,,,75,32.2,26.67,5.53,13.31,11.19,2.13,0.52,0.42,0.1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,17,,,,,,80.5,18.5,14.65,3.85,7.04,5.88,1.16,0.29,0.23,0.06,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,18,,,,,,85.5,5.2,3.73,1.47,1.99,1.72,0.27,0.09,0.07,0.01,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,203,19,,,,,,88,0.9,0.58,0.32,0.15,0.12,0.02,0.01,0.01,0,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,1,,,,,,2,62,,,,,,1.37,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,2,,,,,,4.5,97.8,,,,,,1.81,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,3,,,,,,9.5,161.1,,,,,,3.1,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,4,,,,,,14.5,152.4,,,,,,2.78,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,5,,,,,,19.5,144,,,,,,2.59,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,6,,,,,,24.5,13.6,,,,,,2.39,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,7,,,,,,30,139.6,,,,,,2.38,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,8,,,,,,35,117.4,,,,,,2.06,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,9,,,,,,40.5,116,,,,,,2.07,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,10,,,,,,45.5,94.6,,,,,,1.6,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,11,,,,,,50,74.2,,,,,,1.26,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,12,,,,,,55,70.7,,,,,,1.19,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,13,,,,,,60,59.8,,,,,,0.98,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,14,,,,,,65.5,46.9,,,,,,0.8,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,15,,,,,,70.5,27.3,,,,,,0.49,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,16,,,,,,76,12.8,,,,,,0.28,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,204,17,,,,,,82,3,,,,,,0.04,,,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,1,,,,,,2,26.9,23.06,3.84,18.99,12.85,6.14,0.63,0.34,0.29,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,2,,,,,,4.5,39.2,34.19,5.01,26.13,18.46,7.67,0.83,0.5,0.33,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,3,,,,,,9.5,71.8,64.27,7.53,43.22,32.7,10.52,1.39,0.92,0.48,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,4,,,,,,14.5,65.1,58.74,6.36,38.27,28.76,9.51,1.28,0.86,0.42,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,5,,,,,,19.5,59.1,53.53,5.57,33.11,25.39,7.72,1.12,0.78,0.34,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,6,,,,,,24.5,54.3,49.23,5.07,29.55,23.08,6.47,1,0.72,0.27,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,7,,,,,,29.5,49.2,44.19,5.01,25.66,20.96,4.69,0.89,0.67,0.22,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,8,,,,,,34.5,44.5,39.82,4.68,22.24,18.27,3.97,0.8,0.6,0.19,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,9,,,,,,39.5,39.8,35.58,4.22,20.52,15.77,4.75,0.72,0.53,0.2,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,10,,,,,,44.5,34.1,30.2,3.9,16.66,13.21,3.45,0.59,0.45,0.14,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,11,,,,,,49.5,28.6,25.05,3.55,13.46,11.18,2.27,0.48,0.38,0.1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,12,,,,,,54.5,22.4,19.29,3.11,10.99,9.07,1.92,0.39,0.31,0.08,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,13,,,,,,59.7,18.6,15.74,2.86,8.21,6.73,1.47,0.29,0.23,0.06,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,14,,,,,,65,12.2,10.06,2.14,5.45,4.38,1.07,0.2,0.16,0.05,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,15,,,,,,69.5,7.3,5.68,1.62,2.87,2.16,0.71,0.11,0.08,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,205,16,,,,,,75,2.6,1.92,0.68,0.84,0.63,0.21,0.03,0.02,0.01,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,1,,,,,,2,12.2,10.5,1.7,6.45,5.09,1.36,0.23,0.15,0.08,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,2,,,,,,4.5,14.4,12.52,1.88,8.12,6.78,1.34,0.31,0.2,0.11,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,3,,,,,,9.5,23.3,20.48,2.82,13.77,12.06,1.72,0.53,0.36,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,4,,,,,,14.5,23.1,20.2,2.9,13.08,11.28,1.8,0.44,0.33,0.1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,5,,,,,,19.5,18.7,16.19,2.51,12.05,9.55,2.5,0.38,0.29,0.1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,6,,,,,,24.5,16.2,14.01,2.19,9.42,7.55,1.87,0.31,0.24,0.07,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,7,,,,,,29.5,13.5,11.56,1.94,7.83,6.84,0.99,0.25,0.21,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,8,,,,,,34.5,12.1,10.19,1.91,6.85,6.03,0.83,0.21,0.17,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,9,,,,,,39.5,9.5,7.81,1.69,5.27,4.45,0.82,0.17,0.13,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,10,,,,,,45,7.6,6.1,1.5,3.73,3.04,0.69,0.13,0.09,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,11,,,,,,50,3.7,2.84,0.86,1.59,1.21,0.38,0.06,0.04,0.02,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,206,12,,,,,,55,1.2,0.81,0.39,0.25,0.19,0.05,0.01,0.01,0,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,1,,,,,,2,7.4,5.97,1.43,4.55,2.73,1.82,0.18,0.09,0.09,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,2,,,,,,4.5,10.9,9.04,1.86,6.41,4.26,2.15,0.25,0.14,0.11,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,3,,,,,,9.5,18.7,15.83,2.87,10.42,7.22,3.2,0.41,0.24,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,4,,,,,,14.5,15.1,12.99,2.11,8.03,5.59,2.44,0.31,0.19,0.12,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,5,,,,,,20,12.3,10.55,1.75,6.27,4.66,1.61,0.24,0.17,0.07,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,6,,,,,,25,8.5,7.15,1.35,3.99,3.17,0.83,0.15,0.12,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,7,,,,,,29.5,5.7,4.67,1.03,2.79,2.13,0.66,0.1,0.08,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,8,,,,,,34.5,4.5,3.51,0.99,2.34,1.66,0.68,0.08,0.06,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,9,,,,,,39.5,3.1,2.19,0.91,1.28,0.85,0.43,0.05,0.03,0.02,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,207,10,,,,,,47,1.2,0.73,0.47,0.29,0.2,0.09,0.01,0.01,0,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,1,,,,,,2,93.1,82.56,10.54,56.3,44.11,12.19,1.75,1.19,0.56,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,2,,,,,,4.5,114,101.75,12.25,76.17,61.73,14.44,2.31,1.61,0.7,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,3,,,,,,9.5,187.4,169.92,17.48,135.97,113.51,22.46,3.97,2.89,1.07,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,4,,,,,,14.5,185.4,169.71,15.69,119.94,99.8,20.14,3.64,2.73,0.91,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,5,,,,,,19.5,170.5,155.66,14.84,114.45,96.3,18.15,3.45,2.65,0.81,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,6,,,,,,24.5,168.6,153.71,14.89,105.85,90.09,15.76,3.15,2.51,0.64,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,7,,,,,,29.5,143.2,130.44,12.76,88.04,72.81,15.23,2.87,2.24,0.63,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,8,,,,,,34.5,144.6,125.56,19.04,77.67,62.03,15.64,2.65,1.95,0.7,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,9,,,,,,39.5,129.4,111.88,17.52,67.45,51.58,15.86,2.41,1.73,0.69,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,10,,,,,,44.5,120,108.35,11.65,61.82,49.9,11.92,2.14,1.62,0.52,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,11,,,,,,49.5,104.7,93.45,11.25,56.72,47.52,9.2,1.9,1.5,0.41,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,12,,,,,,54,84.7,74.81,9.89,42.42,33.93,8.49,1.53,1.17,0.36,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,13,,,,,,59,80.6,70.76,9.84,40.16,31.95,8.2,1.42,1.07,0.35,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,14,,,,,,64,63.7,55.12,8.58,33.49,27.59,5.91,1.1,0.84,0.26,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,15,,,,,,69,49.9,42.58,7.32,25.21,21.12,4.09,0.85,0.66,0.19,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,16,,,,,,73.5,29.4,24.58,4.82,15.47,12.67,2.8,0.56,0.43,0.13,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,17,,,,,,78.5,22.9,18.41,4.49,9.92,6.25,3.67,0.4,0.24,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,18,,,,,,83.5,10.3,7.74,2.56,4.66,1.78,2.89,0.19,0.07,0.13,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,19,,,,,,87.5,3.1,2.12,0.98,1.57,0.85,0.72,0.06,0.03,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,208,20,,,,,,90,0.7,0.39,0.31,0.17,0.08,0.08,0.01,0,0,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,1,,,,,,2,17.7,15.17,2.53,11.93,7.83,4.1,0.39,0.24,0.15,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,2,,,,,,4.5,26.1,23.19,2.91,14.94,11.41,3.53,0.51,0.34,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,3,,,,,,9.5,43,38.54,4.46,26.23,20.98,5.24,0.89,0.64,0.25,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,4,,,,,,14.5,40,35.87,4.13,22.39,19,3.38,0.77,0.59,0.18,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,5,,,,,,19.5,34.8,31.3,3.5,19.71,16.73,2.99,0.67,0.52,0.15,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,6,,,,,,24.5,30.8,27.37,3.43,17.81,14.61,3.2,0.59,0.46,0.13,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,7,,,,,,29.5,27.4,24.22,3.18,15.21,12.61,2.6,0.51,0.4,0.1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,8,,,,,,34.5,23.4,20.74,2.66,12.69,10.6,2.09,0.43,0.34,0.08,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,9,,,,,,39.5,19.6,17.36,2.24,10.62,8.71,1.9,0.36,0.29,0.08,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,10,,,,,,44.5,16.6,14.46,2.14,8.41,6.91,1.49,0.3,0.24,0.06,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,11,,,,,,50,14,11.94,2.06,6.58,5.6,0.98,0.24,0.2,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,12,,,,,,55,8.5,7.03,1.47,4.09,3.38,0.71,0.14,0.11,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,13,,,,,,60,4.8,3.7,1.1,2.42,1.67,0.76,0.09,0.06,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,209,14,,,,,,66,1.6,1.13,0.47,0.67,0.37,0.3,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,1,,,,,,2,59.6,49.05,10.55,39.58,27.93,11.65,1.28,0.77,0.51,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,2,,,,,,4.5,71.2,60.81,10.39,47.85,35.96,11.88,1.56,1,0.57,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,3,,,,,,9.5,134,116.57,17.43,81.67,64.04,17.63,2.68,1.81,0.86,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,4,,,,,,14.5,126.1,111.01,15.09,73.37,58.38,14.99,2.41,1.68,0.73,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,5,,,,,,19.5,114.4,101.6,12.8,66.6,52.35,14.25,2.23,1.56,0.68,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,6,,,,,,24.5,107.9,95.03,12.87,56.88,46.65,10.23,2,1.43,0.56,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,7,,,,,,29.5,96.2,83.01,13.19,49.72,41.73,7.98,1.77,1.32,0.45,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,8,,,,,,34.5,89.4,75.68,13.72,47.46,36.93,10.53,1.6,1.17,0.43,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,9,,,,,,39,71.6,60.07,11.53,37.76,28.77,8.99,1.27,0.91,0.36,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,10,,,,,,44.5,75.9,62.89,13.01,39.2,29.76,9.44,1.35,0.96,0.39,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,11,,,,,,50,63.1,51.73,11.37,31.13,23.71,7.42,1.08,0.78,0.3,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,12,,,,,,55,43.1,35.6,7.5,20.81,16.12,4.69,0.75,0.54,0.21,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,13,,,,,,60,32.1,26.33,5.77,14.48,10.93,3.54,0.55,0.38,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,14,,,,,,65,21.2,16.57,4.63,10.32,6.13,4.18,0.43,0.22,0.2,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,15,,,,,,71,10.1,7.31,2.79,6.54,2.88,3.66,0.29,0.11,0.18,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,210,16,,,,,,76,2,1.28,0.72,0.52,0.32,0.2,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,1,,,,,,2,76.7,66.28,10.42,59.66,42.83,16.83,1.92,1.2,0.72,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,2,,,,,,4.5,130.9,113.74,17.16,76.71,57.54,19.18,2.48,1.59,0.88,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,3,,,,,,9.5,194,170.35,23.65,132.67,105.07,27.6,4.13,2.81,1.32,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,4,,,,,,14.5,186.7,166,20.7,112.99,92.04,20.95,3.64,2.59,1.05,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,5,,,,,,19.5,174.8,156.41,18.39,93.85,75.53,18.32,3.24,2.38,0.86,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,6,,,,,,25,177.3,158.81,18.49,97.86,77.58,20.28,3.34,2.48,0.86,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,7,,,,,,33,256.8,227.99,28.81,130.1,102.97,27.13,4.54,3.34,1.2,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,8,,,,,,38.5,155.2,137.33,17.87,74.82,60.5,14.33,2.71,2.02,0.7,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,9,,,,,,43.5,123.4,108.73,14.67,56.79,45.75,11.04,2.11,1.58,0.54,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,10,,,,,,48.5,104.2,91.01,13.19,51.37,39.29,12.08,1.95,1.36,0.59,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,11,,,,,,54,101.7,87.9,13.8,46.46,35.9,10.56,1.75,1.23,0.51,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,12,,,,,,59,70.5,59.58,10.92,32.33,25.84,6.49,1.19,0.89,0.3,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,13,,,,,,64,54.5,45.38,9.12,22.97,18.22,4.75,0.87,0.64,0.23,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,14,,,,,,69,33.3,27.27,6.03,12.98,10.17,2.81,0.51,0.37,0.14,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,15,,,,,,74,15.4,11.97,3.43,6.15,4.44,1.71,0.25,0.17,0.08,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,211,16,,,,,,80,4.2,3.02,1.18,1.16,0.77,0.39,0.05,0.03,0.02,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,1,,,,,,2,39.1,35.63,3.47,,,,0.72,0.53,0.19,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,2,,,,,,4.5,56.5,51.81,4.69,,,,0.99,0.74,0.25,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,3,,,,,,9.5,102.1,93.6,8.5,,,,1.77,1.36,0.41,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,4,,,,,,14.5,100.8,93.7,7.1,,,,1.6,1.24,0.35,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,5,,,,,,19.5,86.5,79.91,6.59,,,,1.45,1.17,0.28,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,6,,,,,,25,89.5,81.94,7.56,,,,1.45,1.19,0.26,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,7,,,,,,30,73.7,67.18,6.52,,,,1.26,1,0.26,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,8,,,,,,35,70.4,63.85,6.55,,,,1.17,0.92,0.25,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,9,,,,,,40,60.6,54.55,6.05,,,,1,0.8,0.2,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,10,,,,,,45,55.2,49.37,5.83,,,,0.86,0.68,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,11,,,,,,50.5,50.1,44.35,5.75,,,,0.77,0.64,0.13,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,12,,,,,,55.5,33.6,28.97,4.63,,,,0.53,0.48,0.05,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,13,,,,,,60.5,26.9,22.43,4.47,,,,0.39,0.34,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,14,,,,,,65.5,15.6,12.37,3.23,,,,0.26,0.19,0.07,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,15,,,,,,69.5,6.6,4.88,1.72,,,,0.09,0.06,0.03,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,212,16,,,,,,74,1.6,1.02,0.58,,,,0.01,0.01,0,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,1,,,,,,2,49.8,40.53,9.27,31.08,22.6,8.48,1.07,0.64,0.43,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,2,,,,,,4.5,63.8,53.78,10.02,39.89,30.35,9.54,1.35,0.86,0.49,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,3,,,,,,9.5,118.4,101.82,16.58,67.19,51.93,15.27,2.26,1.53,0.73,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,4,,,,,,14.5,103.1,90.14,12.96,57.62,45.52,12.11,1.97,1.41,0.56,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,5,,,,,,19.5,94.4,83.21,11.19,49.79,40.13,9.66,1.73,1.28,0.45,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,6,,,,,,24.5,87.9,77.68,10.22,44.52,36.31,8.21,1.56,1.17,0.38,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,7,,,,,,29.5,81.7,71.58,10.12,39.6,32.43,7.17,1.41,1.08,0.33,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,8,,,,,,34.5,72.8,62.97,9.83,34.69,28.36,6.33,1.26,0.97,0.29,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,9,,,,,,39.5,64.5,55.35,9.15,30.08,24.6,5.48,1.1,0.84,0.26,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,10,,,,,,44,58.6,49.2,9.4,24.57,20.12,4.46,0.91,0.7,0.21,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,11,,,,,,49,49.9,41.06,8.84,23.74,19.2,4.54,0.9,0.68,0.22,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,12,,,,,,54,39,32.28,6.72,18.29,14.64,3.65,0.71,0.53,0.18,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,13,,,,,,59.5,33,27.04,5.96,14.32,11.43,2.89,0.57,0.42,0.16,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,14,,,,,,64.5,18.1,14.29,3.81,7.24,5.65,1.59,0.3,0.21,0.09,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,15,,,,,,69.5,7.2,5.17,2.03,2.75,1.9,0.85,0.12,0.07,0.04,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,213,16,,,,,,74,1.2,0.72,0.48,0.28,0.17,0.11,0.01,0.01,0.01,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,1,,,,,,2,145,130.71,14.29,90.77,71.72,19.05,2.9,2.02,0.88,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,2,,,,,,4.5,181.4,162.56,18.84,113.69,92.78,20.91,3.57,2.57,1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,3,,,,,,9.5,308.2,283.56,24.64,178.52,149.36,29.16,5.9,4.43,1.46,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,4,,,,,,14.5,295,274.02,20.98,148.66,127.95,20.71,5.2,4.13,1.07,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,5,,,,,,19.5,274.2,252.74,21.46,143.19,123.16,20.03,4.93,3.96,0.97,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,6,,,,,,24.5,260.6,240.16,20.44,135.23,117.69,17.53,4.58,3.74,0.85,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,7,,,,,,29.5,250.7,232.07,18.63,121.75,105.31,16.45,4.33,3.54,0.79,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,8,,,,,,34.5,241.9,223.02,18.88,133.29,115.18,18.11,4.36,3.51,0.85,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,9,,,,,,39.5,219.7,200.73,18.97,125.67,103.7,21.97,4.23,3.13,1.1,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,10,,,,,,44.5,195.8,177.76,18.04,97.96,76.98,20.98,3.78,2.73,1.05,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,11,,,,,,49.5,182,164.93,17.07,80.36,68.76,11.6,2.99,2.42,0.57,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,12,,,,,,55,135.1,121.67,13.43,73.56,62.36,11.2,2.71,2.15,0.56,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,13,,,,,,59.5,112.1,100.37,11.73,49.04,42.2,6.84,1.9,1.44,0.47,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,14,,,,,,63.5,86.9,77.7,9.2,35.98,31.51,4.47,1.4,1.07,0.33,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,15,,,,,,68.5,82.8,73.97,8.83,34.15,28.98,5.17,1.28,1.01,0.27,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,16,,,,,,73.5,50.2,44.09,6.11,22.56,19.14,3.41,0.86,0.69,0.17,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,17,,,,,,79,35.9,30,5.9,14.08,11.45,2.63,0.56,0.43,0.12,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,18,,,,,,84,10.3,8,2.3,4.17,3.05,1.11,0.17,0.12,0.05,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,214,19,,,,,,88,1.2,0.78,0.42,0.43,0.22,0.21,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,215,1,,,,,,2,90.2,79.9,10.3,53.53,41.01,12.51,1.73,1.18,0.55,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,215,2,,,,,,4.5,110.1,97.95,12.15,70.98,57.54,13.45,2.26,1.62,0.64,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,215,3,,,,,,9.5,201.3,180.87,20.43,100.94,82.84,18.1,3.9,2.98,0.91,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,215,4,,,,,,14.5,199,180.32,18.68,87.71,70.56,17.15,3.58,2.73,0.85,1,,,,,,,,,,,,,,,,,
Lohrey,1,111,215,5,,,,,,19,167.7,152.23,15.47,90.36,76.61,13.75,3.02,2.36,0.67,1,,,,,,,,,,,,,,,,,
